IntercompanyNo,CompanyCode,FiscalYear,DocumentNo
7436,7606,1976,8467486307
7436,28832,2022,6160870609
5962,13300,1972,6765389569
5962,56497,1982,2028725968
4462,31509,1973,4811013728
4462,24277,2006,4647360005
4462,80425,1975,4029290002
4451,9896,1976,3605942920
4451,64256,2002,4583639344
4451,16428,1973,7514836199
4270,30203,1984,7455355975
4270,67359,1987,3688719149
314,48616,2021,3998007210
314,90533,1983,8687183760
314,23697,2023,9986999608
1962,43140,1997,5728469728
1962,75961,2017,3225428970
6026,34792,2014,5896403792
6448,16601,1976,2057421475
6448,1930,1974,6742658400
6448,8305,1970,4901247514
3144,63315,1975,1444133586
3144,1382,2014,7821873042
3144,96408,1989,8221762491
2721,23762,2017,2052951174
2721,42102,2005,8860886023
5642,8837,1975,0508973248
5642,67399,2002,8329264206
8321,28924,2009,5585600327
5629,60123,1996,2551082091
5629,96192,1975,5606598089
5629,46544,2018,1287605482
4108,83380,2004,5773658448
2558,47219,1973,8667706647
3620,68453,1986,8343192395
6623,55609,1994,4708085945
6623,34181,1970,8411896113
6623,42518,1993,6121003451
5391,28575,2005,5361245366
5391,33600,2006,1488158800
1910,11564,2017,3652342368
1910,73538,1987,9096897942
5236,93069,1982,6973300201
5236,82602,1985,2539725301
5236,77835,1992,6890826333
5087,90851,2016,2086644875
2427,70673,2004,1500748073
8931,59823,2019,4530202396
8931,24768,2011,0391509655
6096,27418,2006,8685308428
2473,47002,2017,3114377456
5134,68838,1998,8429003470
5134,67197,2017,5282329667
5134,24254,1981,8202548946
7491,56517,1983,1049741382
3583,78001,1998,8057892634
3583,21355,2015,2356607007
3583,74867,2024,0361993084
6779,91017,1982,4721014034
7579,99248,1978,9298972549
7579,85010,2015,5627222591
7579,47170,2006,3148436601
4291,22148,1997,4294016133
4291,68838,1990,6478269475
3196,33629,1985,7372501716
3196,2146,2021,9169231627
8739,56880,1992,4705939938
2175,21052,2020,7528586448
2175,92193,2011,0555875038
2492,1728,2018,2503869504
2492,7416,2015,0579786145
8846,62430,2019,4453349835
8713,45541,2007,4947714395
3306,89778,1992,3149796783
4707,75299,1994,5300817816
4707,7740,2010,5309248356
6167,13587,1989,3422855282
8214,97217,1970,2295658593
6329,26206,1997,1016498188
814,47592,2018,9994890223
814,83808,1972,5603457574
814,65435,2021,9866214790
8005,59553,2010,3106998861
8005,95636,2015,8936440762
8005,25391,1972,0654748964
2892,66717,2010,1133201754
2892,79975,2015,1354933827
2892,61862,1989,0686128123
6292,90003,2012,1725140001
8533,21773,1984,2259035608
8533,52554,1989,7918058044
4680,25185,2003,4568255952
4680,47791,2000,0423309939
8417,40471,2023,0437762648
8417,8871,2023,5296348886
8417,11266,2020,1523637862
3849,66936,2019,0338230335
3849,4028,1984,9532192759
3661,5076,1997,3771035038
3661,57209,2003,7918669459
3661,2739,2003,6765626122
9656,50690,2018,1762151139
9656,69791,2019,9827637829
208,20927,2017,0720792357
208,29094,2007,7470891560
9158,93692,1982,4786637072
9158,81689,2000,5235671046
2032,99988,2010,7477370849
2032,12845,2012,9387043919
2032,66047,1986,8415391391
408,61573,2015,9274160926
5373,49330,1997,6391202288
5373,40614,2009,5323853346
5373,95273,1988,9117711427
1950,14672,2000,6156432879
3593,83032,2001,5326763184
5239,13786,2008,0498344244
5239,28064,2013,6529273959
5239,2025,2022,3855220960
3668,44226,1980,9842142296
3668,31183,1981,2474932218
1763,54352,2019,4303769883
1763,68180,2019,5580872445
8766,95922,2006,6556085485
8766,16428,1972,2097873789
1265,99110,1972,8886735918
1265,22219,1981,7265636625
5325,64545,2007,6908693518
5325,54461,2023,4701512030
5325,75058,2012,8756490305
7929,51051,2023,4487359868
7929,88416,1993,2220552721
8512,85541,1985,0077220090
8512,8272,1981,2545913494
7796,27472,1997,8151943858
7796,71783,2018,3242184780
3055,3930,1998,1592942490
3055,72054,2014,4027349605
3055,4531,2010,3580397892
7274,32228,1983,4510899866
7274,15954,2001,7098990148
9826,85577,2005,7160033548
9826,57323,2003,8324860053
9,83778,1985,6892808497
4003,75510,2008,9847557066
2767,95242,2005,9891104112
2767,50289,2014,5582553886
5334,40400,1999,0203788358
5334,56071,2005,5453324903
5334,44844,1991,0031131050
4436,39746,1997,1842814171
4436,1402,2023,3405447162
1211,67179,1973,5850243958
1211,47759,1973,1734854358
1211,96633,1990,9566924444
7031,66302,2009,4111042542
7031,96388,2011,3429498038
7031,63952,2015,5646575169
5855,80258,2003,9164095218
5804,44990,1992,9345393252
5804,33829,1996,9682023554
5804,81361,2000,5126589949
5865,77243,1981,7302845668
8286,66733,1985,7735931217
8286,3029,2024,0504682927
8286,73404,2021,9998739611
3528,2507,2007,2204636751
3528,68069,1973,6307270877
4167,13467,1997,8305149772
4167,71064,2015,4280023900
4167,10764,2007,9066716070
4421,75167,1995,6261865852
5211,68628,1998,0605696532
5211,65476,2014,8828591545
7789,10399,1983,7809052356
7789,14810,2011,3799319467
7789,22204,1970,8215009557
7242,46920,2024,2258634459
8706,60284,2011,2395204804
9457,97653,1989,7401588108
9457,94873,1976,5522277274
9457,26143,1982,0616629033
3628,73940,1995,1122133800
3628,43387,2007,4731388444
5048,2938,1978,4752189607
5048,58760,2005,5408667150
5048,64608,2016,5501834289
1257,7137,2012,6556478471
355,82065,1970,0298888917
355,85067,2002,8498398176
355,64225,2019,9986002116
7010,34842,1985,4191378936
7010,11579,1982,1922141425
7010,34385,1983,0616081353
8646,48612,2017,1180692948
8646,24550,2022,9029107630
8646,4919,2020,0764761191
8203,38787,2009,6119681656
1816,80429,1977,5888745991
1816,3144,1988,7427113052
3342,26933,2009,3162457562
3342,44312,1985,5535577051
5110,1724,1991,3252731070
5110,8722,1970,7445235688
5110,41549,2024,5762668941
1473,27471,1991,3289219343
4123,34181,1988,9585492384
9685,33521,1996,0770852425
9685,99166,1992,7820750334
5964,9896,1992,6414621063
5964,48349,2008,9732289923
1292,98023,1986,2103665608
3932,32050,1999,5347044059
3932,77993,1991,6491973313
7265,2718,1986,8115583247
2434,76510,2007,0711688038
8648,34306,2010,0390145035
8854,44139,2003,9934097643
8854,81684,2001,3910377296
4247,47443,1997,6898453916
4247,49519,1971,8102597907
3938,97949,1998,4417128981
3938,25139,2009,9060692177
5220,15523,2004,0786528294
5220,7288,2019,6832932064
7887,3048,1997,8625628428
8310,30080,2011,4618232287
8310,55320,1970,2888809356
8310,28924,2022,1789371016
7225,12541,2008,4238877527
8776,24300,1978,7740706280
8776,61287,1990,7490284081
8776,49843,2011,0160764772
1871,75846,1995,7785706334
9168,59206,1988,2001561625
1327,88646,1988,3886044602
1327,57215,2004,6558331651
2782,29457,2022,3758474432
9941,15887,2017,7938014250
9941,76400,2002,6253827731
9941,88805,1994,9787559127
7392,81423,2018,2313939588
7392,73273,1996,5399214728
6183,91396,1981,6220455389
6183,5122,1989,7207825216
6183,82338,1991,1560696755
6650,97237,1990,9640026982
6650,59701,2000,7207909330
6650,29322,1998,7984306036
9319,99039,1997,0220701841
5295,36704,2015,3296748064
5295,79380,2003,3064597263
5295,13417,2007,9670881220
1261,43264,1974,4377757207
1261,50738,1975,2350142699
6633,25656,2020,0648832168
6633,77739,2004,1218996858
4087,52717,1998,6201787611
4087,53227,2009,2392237679
4087,97653,1981,5388662976
2022,25504,2008,0545367571
3176,35921,2002,7442543636
3176,34373,1986,9787460610
3286,55075,1987,1081455668
3286,77185,2011,3750227752
3286,14787,2019,3342088571
3503,86057,2018,4265146612
3503,26751,1991,8446446479
3503,57128,1988,6478810834
3894,61408,2017,1234417613
3894,91171,2013,6335408916
1611,99643,1993,3587272836
1611,71350,1984,0434584882
1611,99551,1987,7697473565
4579,16043,2022,5432433757
6492,48199,1978,7239028232
3019,91609,2021,4634185184
3019,49829,1973,1261515276
3019,43919,1986,1239489768
5909,58393,2022,2311050034
3390,77412,2013,2178496329
3390,79954,1977,4738997338
1134,78067,2009,9337606321
1558,82517,1992,2926608350
1558,68475,1998,4279137029
1558,81426,1996,3688348416
5985,5122,1985,3779298721
5985,57683,1991,7514500758
5985,43852,1998,1171534878
5398,10853,1973,1384735268
5398,19846,1994,2322264887
3099,37868,1990,1144388131
3099,89149,2012,7621423014
3099,33998,1980,8262415107
8276,10501,2023,5924118076
8276,36693,1973,0428472611
8276,59650,1977,2217539360
1285,22782,2008,9432258837
1285,86605,1985,7427572465
1285,63292,2019,6231020991
9013,24930,1994,8776371733
5266,1741,2000,3467923416
5266,42335,1983,6029638129
5266,48262,2008,8916241543
2289,37965,1990,0549789679
2289,75067,2010,5295381611
3027,63841,1981,0826830766
7135,90820,2010,7380060160
7135,21970,2010,5373094038
1469,59809,1999,4625101867
6297,63787,1986,8493632453
6297,47146,2019,3720513191
6297,40114,1975,4634497807
1470,4941,1993,4834039290
1470,68728,1985,2217411484
6715,89217,2016,6908416816
554,36316,2012,2944085217
554,94010,1999,7787388903
554,2675,2010,7858042559
2582,66692,1973,2243558818
5298,3603,2017,3218504392
9600,90248,1996,6336552221
1078,15940,1999,3371110421
1078,99897,2020,3531975092
192,8260,1973,7096825757
192,78223,2008,0289247344
192,58331,1987,0415514032
4382,66616,1988,0203498102
4382,43766,2007,8638384049
4382,73811,1970,4677704253
3273,6476,2024,7802031821
3273,20634,2000,0552426229
3215,71528,1975,2308265845
3215,90356,1991,4454247286
3215,41275,1999,1731082039
536,21842,2011,1740295408
536,29659,2009,9023319759
7670,758,1982,9615687360
7670,48065,1973,8680192591
1963,46144,1999,2482178533
3817,17458,2017,0182769309
3810,30510,1980,3145950296
5056,7829,1976,8270159437
9439,13978,2019,5567014569
9439,54952,1973,9271495287
9439,94576,2012,9482632904
9899,45327,2024,8224554301
9899,40354,1981,5353095618
9899,19132,2024,0400110262
753,98701,1974,5694780339
753,99490,2010,8783784630
2035,70578,1993,1894527306
2035,83857,2013,7198661411
1308,67965,2018,2512847203
1308,25878,2017,0931576031
1308,4995,1993,7448016836
9116,87745,2002,7838015788
9116,36593,2024,3942261268
9492,27465,2001,6891647203
4275,14850,2003,8873980181
4275,47983,1985,4902515621
519,55631,1999,1738230778
519,16895,1996,5748467281
519,46626,1994,7661558566
7402,57689,1997,7036404307
8921,65145,1971,2735610282
2047,47868,2017,0625596631
9036,90898,2002,0057623806
9036,81427,1975,0122453892
9789,28332,2011,8704951239
8701,55298,1989,3272465352
8701,69970,1970,5620416931
8030,71779,2004,1259709247
8030,9027,2017,1554426643
8030,52214,2001,5563076334
1417,13953,2017,0043946080
1417,83621,1983,2246550441
4283,77412,2010,4526139318
277,52680,2001,5860858134
277,75851,1995,9833620651
5729,66735,1981,3115571662
5729,80450,2000,1044707236
5729,50555,1993,0576060624
2999,33241,1981,8953494098
2999,29015,2021,8061864387
7233,20323,1986,3742263247
7233,95099,2001,0302858010
7233,38914,1985,5602995427
2866,91213,1986,7027019798
2866,58449,1986,7224376157
2990,85103,2006,7445834158
2119,25405,2008,1092790157
2119,19222,1996,1607546466
2119,36855,2003,0388621006
8782,49575,2019,9927808375
8782,97666,2023,5312485074
8782,45081,2001,3101630673
3995,6330,1997,5605378007
3995,6024,1989,8156429522
4175,79013,2015,0949568532
3310,25381,1978,0362251568
3073,54264,2004,7026764298
3073,83393,1981,8098135081
1881,55352,1997,5201223381
1881,45735,2005,4795379467
8129,22451,1997,5156003783
8129,61142,2015,0874594209
6910,97244,2007,7614654532
6910,83943,2010,6812008505
6910,93195,1976,2425543012
5631,90751,1973,8043797733
5631,18988,2022,8866167918
5798,6098,2019,0264847766
5798,93039,1999,0648981656
4721,42308,2017,3150100868
4721,89207,2006,8384036835
4721,56075,2012,5049280741
2698,23520,1984,2338234335
2698,58820,1972,5229489434
447,34890,1974,6262912835
447,46714,2016,3915256300
9066,22779,1970,5826762657
9066,67150,1995,1558578451
4225,83337,1985,3102282029
5164,25879,1995,3064057561
5164,74861,2022,3901488718
5164,5245,1973,9612625452
2979,86364,2006,8265040423
1997,62924,1973,7002663651
1997,93092,1971,4150086197
4246,77219,2000,8513932226
6824,67965,1991,9050470819
9562,70705,1970,7571146150
4994,48178,2015,2139828466
4994,26539,1981,5025352360
5393,74849,1994,7969846308
5393,82494,1999,7319039333
393,50,2005,8279596971
393,81908,2003,2741250245
944,58418,2023,0703839448
6629,27976,1975,0369259115
6420,37948,1990,6694902372
6420,63543,1981,4801685124
6420,12789,1998,9101818116
1817,11920,1989,9929647548
5400,43067,2002,6281813745
5400,70622,2005,1460377991
5400,15423,1990,3383000131
2113,89149,1980,3173803462
2113,70796,1996,6040465434
8071,88517,2006,2503514566
2145,29567,1989,6749251442
2145,38861,2016,5264026113
2145,72716,2011,9364279099
7116,70855,2006,7694393928
7116,46937,2017,9401749834
1361,58777,2022,8425389333
1361,27667,2022,3912295730
2709,36887,1979,3698664673
2709,41927,1991,5606389413
7138,81376,1999,5060335528
7138,70978,1991,8093381406
7138,36578,1976,7011485167
4834,92816,1974,6220190436
4834,13203,2007,8206219181
4834,25977,2015,6093778129
6037,27726,1988,2515146006
6037,69085,1990,3926857843
2914,5961,2000,0122103022
5260,2415,2022,0203052770
5260,66936,1974,8196102268
5260,36817,2024,1907671126
4600,77616,2021,3003415672
4600,74706,1972,0616906702
1550,87244,2003,6114272938
1550,54143,2019,9762555978
1550,3412,1999,3056153950
5780,82173,1992,1769945715
5780,91060,2013,9158130507
5780,64067,2010,4291781288
2797,39550,1978,1804527662
4128,35024,1979,4632475086
3366,35821,1981,9193150973
3366,69053,2010,7392134748
9444,37718,2019,5912098156
9444,39752,2018,6267429188
9444,77637,2005,2028678613
541,90759,2008,2681017231
541,7674,2013,6240176704
3288,80086,1981,3515470403
1701,75652,1979,8700215068
1701,47482,2020,4314994415
4276,29606,1998,7582453785
4276,97152,1973,9709603007
4276,85830,2014,7103705046
7059,82255,2015,9311456389
7059,5131,1974,3014475687
4030,98913,1976,5989136561
4030,29995,1972,7236787540
4030,33392,1984,0173087526
1154,47883,2009,0174752212
2506,54198,2009,8579400248
5061,31243,1981,3387040416
5061,7137,2020,7581513122
9119,74064,1978,6530769871
9119,67857,1987,6481509476
9119,26519,1985,4967993070
3356,36217,1991,4684203362
3356,66512,2022,3063850204
2642,76062,2011,2312151332
6010,22152,1988,7802942130
6010,78346,2011,1783443919
576,29667,2020,4847013184
576,88582,1980,9207279147
576,20135,1994,1835717595
7218,82098,1984,7812965758
7218,57905,1989,7226667962
1471,4919,1984,0568373740
9182,29522,2000,8335859070
1803,32889,2013,8796852557
1803,17999,1983,3767053815
8306,87732,2017,5534056809
8306,92242,1997,1111421627
2977,40964,1994,8322772503
2977,95349,1972,0623701283
2977,83706,2010,7747240294
4726,5131,1998,1647787283
4726,16043,1991,7470087426
4726,3933,1998,1746686872
9960,7808,2023,4768024217
9960,70350,1974,1727398150
9960,74400,1980,2535293638
7264,23224,2013,1741043454
7264,49047,1977,8917597820
7264,28740,2001,7892887329
2164,72912,1976,9017231191
2164,60544,1979,2216499851
1964,21421,2006,4493630547
1964,25288,2010,0431904099
4593,59322,1989,9500917274
1419,56743,1993,5257180869
1419,71763,1999,3785202925
5588,71847,1975,3082939704
5588,97666,1975,9670015474
5588,67125,2023,6459892992
4247,31931,2023,4565112957
6473,80371,1994,7530956252
5624,98583,1990,7992046537
5624,35032,1998,6081293443
1795,56472,1993,0921040259
1795,75004,1970,2733438612
6596,27630,2021,5652709744
475,56684,1981,7796791165
947,50213,2007,6424339515
947,28462,1991,2815366980
1794,3024,2015,8534653410
1794,51481,1999,2919433282
4422,5914,2024,8714980998
6042,56611,1994,5623043866
6042,98023,1990,2240924294
8296,37175,1984,1654114683
8296,51524,2004,0963636657
6997,69946,1975,0220951843
6997,48740,1976,0134495470
6997,75756,1995,1170562244
2117,13711,2013,7057922678
2117,65312,1974,0929597821
1748,68948,2009,3926507141
1748,14208,1998,6569397264
1748,52322,2011,8028381615
2916,13058,2006,2588415575
2916,38756,1970,9413635303
429,47773,1993,4312951357
9865,93850,1979,7862909383
7367,16345,1975,6605411741
2814,93439,2006,4489434838
2814,86066,1974,2050470708
3262,73921,1984,8640075362
1170,52031,2012,2449055335
1170,35840,2022,3699344729
8282,55744,2000,4111974752
4679,29317,1998,5997657578
4679,35312,1996,7026261275
4477,94316,2006,5658452300
3864,82517,1971,3897092806
4583,73399,1991,1764966435
4583,37886,2011,2813580065
4583,54765,1974,2928516070
3155,60192,2018,7226928049
3155,54950,2019,2964607781
3155,86132,1989,0864105031
3782,40051,1992,8353864239
3782,11261,1983,4863718745
3782,19713,1970,0840163500
6415,65442,2009,1152889324
6415,29813,2023,0035586139
5368,69469,2014,1945283439
5368,19966,1976,2341598211
5368,42904,1991,0795424840
4686,98142,1976,6378490708
4686,89237,2015,7242382805
4686,7808,1997,4021861574
2528,4127,2000,3805294597
1597,61253,1980,3252006655
2887,36696,2017,3496221161
8085,87129,2005,4991851514
8085,85601,2017,5620423754
3533,375,1980,8304667725
5401,58123,1982,1327616804
5401,59032,1973,1592520635
5401,15881,1988,7434386815
4221,12570,2000,7834261802
4221,80357,1984,1557888836
4221,94707,1989,1494599369
1201,80683,1979,4056798515
1201,57784,1970,8618016219
1201,51604,1981,2637366562
1817,1221,1995,9177338760
9558,40764,2022,4427353083
9558,58838,2014,4037781320
9558,89858,1982,7768267055
2429,63672,2017,4983158727
2429,23542,2007,0959318875
2429,73259,2003,1787392263
5878,73315,1995,0447864244
5878,91809,2007,5336223052
8850,66907,1999,9705524516
8850,85766,2010,8053556612
1408,20997,2024,1521023680
6123,89745,2007,0950430938
895,86066,2015,0259628188
4303,19207,1989,7512629930
4303,25658,1998,9770833235
5655,68903,2011,6162339426
5655,43605,1986,7568677607
5655,52581,1970,0304885780
2998,44839,1975,6942121787
2998,85215,2002,7257442751
4071,64888,1973,8939123860
7364,84431,2017,4087614825
7364,83393,1976,3998242351
7364,16120,2017,7365227004
4955,73660,1981,9523211434
6955,88977,2018,0701251677
6955,12828,1992,3877784050
6955,94975,1987,2375241681
329,64845,1978,0033519312
329,77646,2020,6113786681
4825,24092,1986,5123539262
4825,12475,1985,9950720609
4825,67619,1998,1373640195
3744,58380,1996,3500859832
3744,12880,2007,0220366350
3744,7433,2013,5543347815
2725,80436,1996,9474822524
2725,31827,2007,9706882762
1190,37156,2023,8523887886
1190,42200,2020,3829705380
1116,20426,1981,3296593015
1116,15640,1980,8452531394
2560,70536,2002,8560435479
1724,21194,2003,4645941016
1724,89509,2014,0370346199
1724,69041,1972,9507507738
26,18462,2003,9579895048
26,74212,2020,3091659178
26,67389,1977,8415082871
9544,98732,1975,0342110142
9544,37965,1991,7717430514
9544,20288,2003,1467851646
5090,36657,1982,9106329792
5090,51365,2005,1893122893
5090,64688,1974,6715831604
2561,25467,1975,5626785163
2561,22008,2009,0348816926
