CustomerNo,SalesOrg,DistributionCh,Division,PartnerFunction,PartnerCounter
42642,8099,142,3552,vUpTB,8644
70341,2657,6283,1425,Dxaxy,8501
70341,2657,6283,1425,vSQiB,9152
98773,4380,3597,5434,ktchQ,9986
98773,4380,3597,5434,XLgKA,9926
98773,4380,3597,5434,kEVMh,8776
93350,3696,2579,2791,wIHhU,7131
93350,3696,2579,2791,DRtIh,8191
93350,3696,2579,2791,pYyla,3460
5642,8545,6374,6855,hoDoy,5623
5642,8545,6374,6855,xHXop,5574
89006,5246,326,5047,nAFrB,4886
89006,5246,326,5047,FmVeL,6426
89006,5246,326,5047,mNHRy,624
73939,1221,7195,8560,CcxlN,3596
73939,1221,7195,8560,LzkZz,7413
67445,673,193,1886,wvlzu,2401
67445,673,193,1886,rwztR,5491
56207,1676,7070,4907,meGLL,991
56207,1676,7070,4907,ZxRdm,1443
56207,1676,7070,4907,Ckwzx,5037
81202,1729,623,8621,ymzeI,8372
81202,1729,623,8621,kjnEU,1945
81202,1729,623,8621,aaHWl,1467
1857,7698,9248,1029,lGrpK,8025
1857,7698,9248,1029,UUyeV,7874
76912,7633,4490,3855,LzSOc,1195
76912,7633,4490,3855,ejyCK,3943
62752,9365,1310,303,KwOzX,1005
19586,1441,7674,3431,DUWkK,9754
19061,3626,5194,4989,wqYgs,2008
19061,3626,5194,4989,zvYce,3402
26486,5375,1228,3399,znyPs,7267
29905,2798,6465,8497,QHuSU,492
39819,534,8665,2701,iakJR,4457
65364,1675,4792,1084,AtQnW,3561
65536,8767,9022,2788,AVXJg,2024
80328,1172,3764,2784,mMjqy,9722
80328,1172,3764,2784,CbKbu,4940
62434,6337,6325,3271,iYhhG,8827
9872,830,6740,5892,psigB,8590
9872,830,6740,5892,ktOiD,8940
86619,7602,8155,2483,EWduy,9617
5352,3932,6791,7603,xRNXz,9425
5352,3932,6791,7603,QqEBI,3314
5639,7227,9701,7890,QKIAM,3503
69536,4915,7231,643,sWPIx,7206
69536,4915,7231,643,JFKHj,6919
69536,4915,7231,643,wAfPq,1593
97002,1711,415,3260,tRXyD,5953
97002,1711,415,3260,QYRWG,7915
97002,1711,415,3260,hPtVh,5095
48067,5494,6196,4973,LHImm,9312
48067,5494,6196,4973,MSDbu,5962
48067,5494,6196,4973,TWFFc,5420
83589,7140,7517,1654,aQMUy,4900
85089,5018,6382,4078,WIPNL,650
85089,5018,6382,4078,HDWQj,1741
85089,5018,6382,4078,vwRNa,3743
69241,884,3566,2889,raiHj,4091
24224,4681,6988,3431,kvdeR,7488
24224,4681,6988,3431,DbTJO,394
24224,4681,6988,3431,qkiwJ,2255
80760,5082,6813,2290,pSzmM,8435
93955,684,5731,5523,xUuET,4215
97889,3047,7269,6118,epUPD,6954
97889,3047,7269,6118,BmqFi,3637
81658,6987,5967,9519,OIBIy,9124
88673,2929,9797,8065,VLkph,2215
88673,2929,9797,8065,VZloR,5086
71764,6818,4419,248,ZhwaC,7248
71764,6818,4419,248,fbNxZ,7700
71764,6818,4419,248,iMRVC,144
8394,4,4422,1298,jQWmG,9905
54307,8811,3184,8753,naFkF,4170
54307,8811,3184,8753,Zfych,173
54307,8811,3184,8753,IQiht,5445
2345,1484,5206,17,OYEFx,4880
2345,1484,5206,17,pJsBK,4010
52699,3683,1498,5472,ZyazY,9621
52699,3683,1498,5472,mPYNa,1746
52699,3683,1498,5472,obSyW,2446
46885,1463,12,2717,YvCot,6529
2518,4653,7388,325,laxgR,9740
2518,4653,7388,325,Xrumq,7803
63069,9011,531,8909,eAtri,53
46049,7724,3731,8047,EZVOm,9004
46049,7724,3731,8047,owSbk,2056
36755,2106,7543,2324,oSBle,7728
36755,2106,7543,2324,TlWKA,427
65762,2581,6140,7090,svyhJ,2506
61198,2599,6942,7341,XOuFz,846
61198,2599,6942,7341,ydzFU,6409
33213,651,9358,1191,jbihs,3820
53410,1060,8868,4967,mIyJM,5572
29079,5496,2416,1090,CrcrN,5326
18324,8643,542,3109,TtoBT,6746
18324,8643,542,3109,FJolt,6022
18324,8643,542,3109,meyTp,244
54763,9408,1462,5743,znIlB,3304
54763,9408,1462,5743,xbpjr,2604
54763,9408,1462,5743,sGPOf,9763
34978,8406,1993,6079,ztNSb,3201
34978,8406,1993,6079,iPDQb,5546
80777,4756,8810,9515,wPTJM,7472
80777,4756,8810,9515,HwRxW,7680
80777,4756,8810,9515,gJljj,4943
96597,2796,7206,226,xTjtU,1204
96597,2796,7206,226,riQbT,7288
96597,2796,7206,226,BCSBO,2176
58418,2260,7200,5858,fwmpN,3285
58418,2260,7200,5858,FHfcT,9098
58418,2260,7200,5858,SkNmb,9598
19756,7521,3023,7860,DfWju,6004
19756,7521,3023,7860,uqnaw,7893
19756,7521,3023,7860,OxQhO,7448
80287,103,7844,5384,ZyJTC,248
80287,103,7844,5384,hiTRu,1840
44808,9491,8770,301,AspkV,4365
44808,9491,8770,301,lXxNd,328
44808,9491,8770,301,Gclgt,5589
53659,2365,5329,6948,GREar,1137
43110,62,1224,9283,svmQl,8781
43110,62,1224,9283,weoIH,2033
43110,62,1224,9283,dQZAN,4697
93141,9049,3052,4886,anntV,8264
93141,9049,3052,4886,oCFbW,7647
94006,4952,884,3122,wOgdt,6923
94006,4952,884,3122,UTOKs,6476
94006,4952,884,3122,zhzRA,9696
99935,3029,4423,5816,zYvIe,6116
43154,3946,574,8401,afstl,3053
43154,3946,574,8401,YTTFV,5575
29219,6972,1217,1932,SXjlq,187
7643,7008,5048,6278,nIFtM,5155
95579,3532,5112,3178,AYQbw,1616
95579,3532,5112,3178,shljk,106
95579,3532,5112,3178,uMZSZ,7975
33701,6476,6099,8667,tsZsP,7224
33701,6476,6099,8667,EfZJY,3378
33701,6476,6099,8667,ZCpRx,9221
834,2534,3332,7759,qUHQm,430
10743,6371,9812,3347,PrBep,1886
10743,6371,9812,3347,AexPO,7227
10743,6371,9812,3347,otcwA,8320
77165,1206,2095,6940,QJJvB,128
27202,7604,6730,7361,HjhhR,655
27202,7604,6730,7361,uhwvJ,8276
20723,2163,8493,6173,PtGLl,4645
43541,4206,833,7354,jICgS,9838
43541,4206,833,7354,qWEIb,8059
43541,4206,833,7354,PjrFh,4736
23272,1734,349,1788,pFypG,151
23272,1734,349,1788,qmMTr,842
56713,9477,2647,9463,EwfCj,5046
56713,9477,2647,9463,lxpDD,989
56713,9477,2647,9463,bpAJf,7950
24645,4066,7026,9367,wkUVP,4483
24645,4066,7026,9367,DPvvm,6911
24645,4066,7026,9367,TEidW,1988
72671,9277,5138,1553,UMlfV,6939
54308,9458,8965,9014,rZFNI,7721
54308,9458,8965,9014,lnsqa,5805
54308,9458,8965,9014,QAmDF,2904
59040,7478,5158,3888,giGQS,8412
59040,7478,5158,3888,kZbWt,2308
10586,8006,716,5302,KOGMN,4978
10586,8006,716,5302,MDTWW,5752
48300,7873,5260,2655,NqMaN,9070
12098,880,7371,7206,gJsES,6273
12098,880,7371,7206,cxXmz,7722
15434,8412,2934,676,gfMiP,3991
15434,8412,2934,676,DrqGK,7439
15434,8412,2934,676,VWBzl,8702
43213,6724,1278,4834,Rusrr,3011
43677,5624,9718,1615,sevvk,4549
43677,5624,9718,1615,EagSm,3753
10624,3552,6361,3943,NZdhN,8714
35415,8946,2386,2497,ArbWU,4850
35415,8946,2386,2497,VGpFM,4858
35415,8946,2386,2497,kulKF,6225
74634,4602,9997,1881,suyyw,4742
6252,7678,9018,8893,BbwtB,7255
6252,7678,9018,8893,cfweF,5902
6252,7678,9018,8893,QDsPI,9383
24589,3563,1964,4998,xZEvo,1807
24589,3563,1964,4998,prVuG,9820
24589,3563,1964,4998,QvOLK,8918
52196,1545,7265,6540,abece,9795
52196,1545,7265,6540,TiPwZ,8252
22566,5946,9090,2614,uJJpr,5257
11760,2922,7700,2585,SuIqG,9140
11760,2922,7700,2585,jlsel,5485
28653,7356,637,3273,ytisp,3219
28653,7356,637,3273,jPffk,549
23935,53,3870,108,UVGMm,1405
23935,53,3870,108,atYIc,1872
59819,2258,4496,1807,zXzzy,5902
59819,2258,4496,1807,MjrWx,7855
59819,2258,4496,1807,bSlpp,8119
61163,1340,8511,8106,roJMb,5480
61163,1340,8511,8106,apwUn,10
436,572,6619,6706,Xltnj,4782
15901,9500,6282,7677,ADxGZ,5968
15901,9500,6282,7677,eOGtr,8234
15901,9500,6282,7677,vGRhM,8033
21333,3583,2729,3307,vYvCx,429
21333,3583,2729,3307,iMPql,7277
16568,3439,7925,7701,CdYNp,9346
16568,3439,7925,7701,pLblF,7400
80168,9099,1510,4342,cQLLu,4968
10087,2454,7305,95,pBOWj,8793
54256,853,3368,7850,VHoJM,8822
42335,1555,4364,181,EDZOw,5277
42335,1555,4364,181,QvZFv,6632
42335,1555,4364,181,AWfRk,7687
9073,1187,6781,6959,sQeFD,6805
9073,1187,6781,6959,TpbuF,3490
64862,7436,9177,9596,TATGZ,4318
64862,7436,9177,9596,Kvxcd,5101
64862,7436,9177,9596,gfyDt,1808
72942,9123,7432,9803,PMjUY,8968
72942,9123,7432,9803,jhPND,4015
6794,7956,7222,9106,tYGWA,8859
6794,7956,7222,9106,AeglK,9568
53909,9780,9181,5045,mGHlO,3689
4172,4549,7085,5285,jmayT,6616
4172,4549,7085,5285,XfWiU,9658
84730,2401,9073,755,cCzTk,9872
94173,2347,288,4379,waGrw,5037
93093,5157,2620,6591,lsEkL,2351
93093,5157,2620,6591,NdflE,8304
93093,5157,2620,6591,Vukds,4784
23507,8971,7517,8598,WMTJM,2993
93816,3387,840,7442,dASzW,6618
15313,3915,7697,3470,ECgBP,802
70409,7367,2513,7108,xoiIZ,173
70409,7367,2513,7108,aiRfO,2065
70409,7367,2513,7108,RQcta,3855
73053,9511,4476,6220,uAkNS,6694
73053,9511,4476,6220,Vlula,4433
73053,9511,4476,6220,QyhVp,6343
79149,2479,6892,383,DyfTZ,2758
60255,1264,6256,7953,ZflSD,9237
60255,1264,6256,7953,nTLGs,8492
60255,1264,6256,7953,qBVEi,7917
81381,4335,5254,3483,TQpSj,3778
81381,4335,5254,3483,lLSbX,2551
81381,4335,5254,3483,dnhrV,2599
94333,3752,7584,5041,CvPHe,7490
80586,2553,8071,5796,eccyS,9274
80586,2553,8071,5796,KCYjt,9306
80586,2553,8071,5796,KSUcE,9085
19349,3259,5340,7490,aFJNr,7401
19349,3259,5340,7490,nONjX,7153
19349,3259,5340,7490,bwZMY,876
20686,2506,2958,5049,uvDEb,6726
20686,2506,2958,5049,BBboK,3799
20686,2506,2958,5049,cXjaI,1499
38817,390,8989,9639,WIhrg,7257
38817,390,8989,9639,kHtkt,2182
48403,4430,3309,323,xQxJz,9905
48403,4430,3309,323,MblTC,3902
3860,1443,7251,2015,GsciU,9039
3860,1443,7251,2015,NxCZb,9706
85668,9065,6239,9262,Dbvwc,6315
85668,9065,6239,9262,DGynd,3519
53240,3715,6643,4811,Vcpxl,8535
7211,6787,4845,1964,JzKgN,633
7211,6787,4845,1964,pYsrP,7275
7211,6787,4845,1964,SHgtE,1344
32428,9383,4310,9934,rmqgE,1780
32428,9383,4310,9934,sjekU,3162
32428,9383,4310,9934,zWKgd,2460
13320,8580,463,4964,iRKzX,8620
95571,2737,3846,4735,XXVoT,6283
95571,2737,3846,4735,TlzrO,6621
12269,6776,8930,1929,LUHWB,9620
12269,6776,8930,1929,EZknV,9678
12269,6776,8930,1929,oYvmF,3321
1422,8583,3037,5357,EYauR,290
1422,8583,3037,5357,HText,1609
1422,8583,3037,5357,QWrxz,7803
68234,5216,9165,3831,epREp,7564
68234,5216,9165,3831,ytvBY,8343
75936,220,1274,2021,iCYnH,4506
75936,220,1274,2021,FYNEr,9476
75936,220,1274,2021,xsXYh,4551
60287,1010,1351,6908,aJbiN,7765
57339,1454,1876,2954,enGSn,4896
57339,1454,1876,2954,mBFtd,1349
57339,1454,1876,2954,SqWLr,8398
41179,476,9224,6488,LHoNR,5734
41179,476,9224,6488,zSakH,7225
35674,6453,173,5118,JXzUs,5772
35674,6453,173,5118,mUdkc,178
35674,6453,173,5118,YlxXO,5149
59752,5809,4247,88,WJvKM,2882
11697,4952,1162,3892,udQYS,8355
11697,4952,1162,3892,vYYrr,6106
63677,3097,1266,1550,uaRYO,5914
63677,3097,1266,1550,ToMRF,1319
7236,3777,394,9480,tUvUd,7386
7236,3777,394,9480,CNeJU,4176
7236,3777,394,9480,eGMUx,6939
98952,4724,1066,5766,tmSkd,7407
96782,2733,220,1321,RkOYy,1014
96782,2733,220,1321,yYWbe,8254
96782,2733,220,1321,ALKAX,6522
52538,7544,5326,9465,nUmOn,5698
52538,7544,5326,9465,ikSGA,4163
57237,5913,3481,8353,kRGwg,8156
57237,5913,3481,8353,ZMMRO,7456
57237,5913,3481,8353,tSxlK,2850
15453,1142,6612,6580,uPSyS,1381
28489,5703,4840,2234,qBfUt,5066
28489,5703,4840,2234,qxkRc,3266
66251,9403,8958,355,PUISu,7870
66251,9403,8958,355,UHxRc,1306
55868,8679,6226,1762,TtFli,6756
55868,8679,6226,1762,RVTON,2870
13795,8577,4010,4622,CnyyT,8696
13795,8577,4010,4622,OjWxr,712
13795,8577,4010,4622,Kpzfv,560
32854,9199,284,1747,Xwqcd,193
21160,228,2142,5066,yWGOY,4846
93908,4919,2978,6594,Wgpwv,886
93908,4919,2978,6594,pGMKc,6263
18698,4535,2202,3183,pXHAw,9634
18698,4535,2202,3183,KiMnO,6243
18698,4535,2202,3183,Gfuou,2072
77604,9519,4350,1704,CTTQH,9783
77604,9519,4350,1704,UzjRx,9988
52150,3682,4222,3102,LqfdP,6118
52150,3682,4222,3102,jQAbV,1004
52150,3682,4222,3102,nLBhr,1382
42709,4454,5348,7609,yGagW,5442
42709,4454,5348,7609,mxwHO,9717
83859,6093,7895,7505,mFxzA,6327
95936,8376,7237,4142,bBCKt,3930
95936,8376,7237,4142,rXZnI,4858
95936,8376,7237,4142,PBMxy,9107
98789,5460,2352,6044,mcHjI,5894
98702,6686,8203,5567,PeCHV,2846
2932,4953,8188,5020,qZsql,6060
2932,4953,8188,5020,jAhXg,121
18328,6322,2814,8735,ImPXV,677
94648,3917,5346,4995,kMVOb,857
2176,5505,5076,8038,UfZeR,0
2176,5505,5076,8038,aZevN,6769
2176,5505,5076,8038,StfgX,3754
50017,6342,9852,9400,sgAYS,7917
49104,94,8010,7730,OSoqh,6107
49104,94,8010,7730,IMdEo,1961
49104,94,8010,7730,aTKWr,506
17273,3680,6118,5393,tDyOZ,4881
17273,3680,6118,5393,YfALy,6065
42213,3902,6529,719,TpFEl,1557
42213,3902,6529,719,frBfx,7065
44405,9058,2574,8048,KUKQg,2915
44405,9058,2574,8048,sbEel,2120
44405,9058,2574,8048,iePdr,6050
38373,6407,3162,9455,IlNTk,3916
38373,6407,3162,9455,jxmKV,4516
20646,619,1817,6894,AAYgq,2626
20646,619,1817,6894,jSuSq,280
20646,619,1817,6894,WQQrh,8665
5303,2744,2789,941,nyXNr,2511
5303,2744,2789,941,rUxLF,8521
28141,7998,3152,3263,nkLom,7630
28141,7998,3152,3263,VqfwN,967
28141,7998,3152,3263,JaHUl,4903
41844,4112,8307,6649,uAoAf,3590
41844,4112,8307,6649,ghALQ,4259
6302,3884,9938,3704,nmMnY,1072
82905,5985,7221,7094,yLUFU,240
82905,5985,7221,7094,mVIpV,3839
44551,2952,6063,2470,UnRLp,5176
44551,2952,6063,2470,UhMJd,2033
30673,1098,9379,3073,NrBJJ,2345
30673,1098,9379,3073,gowex,404
30673,1098,9379,3073,fjNfd,314
59885,4022,4232,4116,xuIey,7149
79599,3627,2428,9951,PcgJi,9699
79599,3627,2428,9951,kkBvU,8261
79599,3627,2428,9951,YykDw,3735
44329,9916,530,9042,Yuhaf,6280
45798,5921,7450,613,IUVbm,2120
92865,2358,4368,2694,OULGa,1535
61259,878,4909,9809,IRJsD,1885
61259,878,4909,9809,RUVOf,1086
61259,878,4909,9809,sTexD,1052
9413,4602,179,4439,QzHxW,2941
72767,4825,6732,4238,uUfgU,6820
94125,3952,8809,7078,pixbw,6929
33387,4370,6120,4456,SvpGj,4120
33387,4370,6120,4456,VhOMX,586
68934,4651,8591,5626,slCnT,2012
68934,4651,8591,5626,mDhcJ,4868
68934,4651,8591,5626,YWVjy,256
32439,9525,9186,1664,ozctn,766
32439,9525,9186,1664,gOjVL,1832
32439,9525,9186,1664,GyFjr,1940
44117,6430,5637,1100,YVxVx,6633
68707,6313,7418,3404,CYhvy,5562
74854,431,9495,7154,aPCgJ,6967
78463,2332,4438,6325,wdHBR,2198
78463,2332,4438,6325,oLjtR,6451
78463,2332,4438,6325,IAaIe,3987
55341,4745,885,8212,kIRXs,715
55341,4745,885,8212,zXzaX,6651
52789,6644,5956,3178,fApBj,8202
28435,5473,4650,2979,aNwve,9970
28435,5473,4650,2979,MunLf,7711
41922,5323,9719,6548,bnTds,7350
41922,5323,9719,6548,NmUrN,5953
41922,5323,9719,6548,dZpwN,5666
40490,1598,678,1344,aQajx,5978
40490,1598,678,1344,ThGDr,5935
50418,8104,9844,6936,QeSnC,3422
50418,8104,9844,6936,ZSqdn,7045
50418,8104,9844,6936,LPNBt,4710
63164,6136,297,4862,xuUof,4557
76484,2479,3761,5780,ogJiM,7538
68461,3789,7244,2276,tMMCG,1720
68461,3789,7244,2276,KICOi,6856
68461,3789,7244,2276,yjIvH,1387
36859,7870,6540,6682,fzNtP,8890
36859,7870,6540,6682,SqjfI,8255
36859,7870,6540,6682,ILDFI,9803
88732,6380,6565,6304,Fhxxu,834
71767,114,388,2444,NRHlV,9896
71767,114,388,2444,JDTrH,8427
71767,114,388,2444,HmITI,7169
40977,1824,6462,2737,ZcPXg,4631
67591,7779,2022,9579,kdWSr,3647
67591,7779,2022,9579,JUssp,3035
67591,7779,2022,9579,NYgYt,4916
3751,6107,3274,4305,VtmsC,1723
43496,7579,4907,6188,XPzVD,2858
43496,7579,4907,6188,aOyjj,5958
92722,7597,1785,233,fGZWl,2009
17064,1051,8456,4009,ROHHm,9914
17064,1051,8456,4009,zrmmj,7187
6616,8727,4984,2408,lLeuh,8577
6616,8727,4984,2408,mQXgL,354
6616,8727,4984,2408,AEvTZ,1371
87229,6530,2686,221,arUlR,4393
87229,6530,2686,221,KZAwP,5080
87229,6530,2686,221,cyHqH,6954
55572,9374,1760,6356,hAhbD,6417
55572,9374,1760,6356,esILJ,7246
46013,2873,4536,1652,hcszD,2136
66295,7297,4900,4054,LWVAt,2388
66295,7297,4900,4054,bpfhK,1069
66295,7297,4900,4054,dfeZu,4934
42815,1328,4279,9279,FMMvE,2386
42815,1328,4279,9279,xtYle,2379
18370,3438,2155,7933,fBkkb,5973
18370,3438,2155,7933,iFLkF,6154
47863,9094,5213,2056,pQnGX,8931
59026,2386,4509,6989,cWzSk,5149
59026,2386,4509,6989,oLvKz,8993
59026,2386,4509,6989,fzFwA,4814
92498,6867,3463,2990,KJRdt,1569
92498,6867,3463,2990,bXbAv,7643
92498,6867,3463,2990,NdGRA,4746
72641,5362,8664,6999,xBJbs,6803
72641,5362,8664,6999,nmdxN,7010
72641,5362,8664,6999,gIuJf,4514
85002,6220,7886,128,zkSOU,8920
85002,6220,7886,128,bEOXx,7893
85002,6220,7886,128,JycHC,9457
53975,8736,2860,7803,ALFyM,8914
53975,8736,2860,7803,UZQiE,4628
89374,6823,6447,8577,gBhJu,6357
41683,5003,4145,4269,gBbxF,4758
81175,1591,7624,8046,GdoEx,9449
81175,1591,7624,8046,PtLjj,9888
81175,1591,7624,8046,PibCD,2053
46410,7825,3837,2830,lVxgM,3313
46410,7825,3837,2830,DSBtH,5784
46410,7825,3837,2830,fqzLy,5742
84756,2159,1442,6525,JJXmR,1069
77970,4137,8756,9935,CQUIq,2002
88392,193,9103,7287,cATXI,3713
88392,193,9103,7287,nHqlk,287
85757,7192,4944,2477,MosZf,7051
85757,7192,4944,2477,lngGT,939
85757,7192,4944,2477,TTpGQ,2335
66322,122,1675,9726,ldcRS,6893
66322,122,1675,9726,juoNJ,1389
80319,8760,7132,8958,fAfzk,1635
92984,4960,6200,8367,juYMi,8590
92984,4960,6200,8367,Epvfe,2127
92984,4960,6200,8367,MxrrO,322
84417,9578,5894,3944,kCqWB,8629
84417,9578,5894,3944,gzQGx,5103
23734,7432,4887,8327,PzUwq,2769
23734,7432,4887,8327,YhBvy,3345
72075,5194,1315,1383,UpYQr,3813
72075,5194,1315,1383,pRSqT,3752
72075,5194,1315,1383,GPUmM,8086
2936,5979,7959,3577,RmEuO,6546
32361,3308,6763,6389,niwcQ,8319
32361,3308,6763,6389,RieoX,5722
32361,3308,6763,6389,xpUdG,7162
61460,4029,6564,5782,KpYNw,8289
61460,4029,6564,5782,crEJd,7492
37231,8274,4036,2485,OOXFh,2725
43699,6122,5252,8902,ryJGH,2416
42517,1834,9024,5280,mcoWg,6839
42517,1834,9024,5280,uXUva,8444
24773,8122,1833,7804,mAhfB,4691
98164,7931,4762,871,tBjOb,984
93029,9745,6532,3854,sGnWB,3568
85865,6595,5005,9337,kRWdh,4150
50629,7156,8854,6187,zUuvJ,1972
50629,7156,8854,6187,eAicx,9219
50629,7156,8854,6187,nfvIX,1302
58821,3414,9394,8780,iJBqq,1951
58821,3414,9394,8780,dYXPO,9493
58821,3414,9394,8780,vDNSV,6892
18342,4708,1829,3384,kKlEP,8174
16915,494,7954,2609,gHOyM,5836
16915,494,7954,2609,WCTkQ,4232
16915,494,7954,2609,uVuiu,9588
92266,5169,3107,5907,pjAcm,9666
42591,5219,2851,9083,KXHJu,4771
42591,5219,2851,9083,OZlxF,1447
34930,8561,4585,5988,YnmPe,2109
46552,5067,7070,4617,ShROi,8454
95021,6146,8145,6690,jLfrR,6048
95021,6146,8145,6690,nwgMn,2999
52453,4184,2703,1792,rXtPh,5330
52453,4184,2703,1792,hvIKQ,7095
52453,4184,2703,1792,JAbxz,8807
251,3417,2889,8032,NQAln,4276
37197,9140,4505,9478,lrmfD,6185
48124,8636,49,3379,UkOZM,1500
48124,8636,49,3379,oXhmq,6880
48124,8636,49,3379,EjkoL,9030
5698,6157,5351,4077,WqRsg,5629
5698,6157,5351,4077,SBtoF,5290
5698,6157,5351,4077,ddbth,3697
36381,3676,3521,6487,wVcqB,5126
36381,3676,3521,6487,PkWOv,9029
36381,3676,3521,6487,XJsNg,4461
86816,8889,9690,3833,TmxGG,9195
98615,6242,815,411,gNGZn,2996
36574,8830,9579,9040,IihRI,9747
36574,8830,9579,9040,UDRaT,8887
36574,8830,9579,9040,SRvHZ,3683
49214,4164,1114,5625,CrJYC,4189
49214,4164,1114,5625,FFcrb,608
49214,4164,1114,5625,hykfB,5194
38170,6619,497,8353,hXQeF,5354
36935,2833,4807,6945,TjjlR,3365
36935,2833,4807,6945,BKUXb,893
36935,2833,4807,6945,OaAEX,9015
60383,7380,4527,1640,kjTHG,8007
60383,7380,4527,1640,GVHpo,4935
99612,8135,8442,4294,LMyhC,6058
99612,8135,8442,4294,XmDjw,9822
22219,9583,3968,1622,ngBNY,11
22219,9583,3968,1622,gfXQh,3561
22219,9583,3968,1622,XwJhx,8162
9042,2771,312,2928,PmUEp,9095
9042,2771,312,2928,mUCav,7321
73845,7909,1828,8959,TnPnw,7259
73845,7909,1828,8959,iLhNx,2995
73845,7909,1828,8959,LOTYF,3918
27429,9843,9476,3495,uNnna,4242
19038,5506,5483,7730,FCgAN,7312
47326,6767,1558,7850,fYGnf,9389
89642,2096,5282,3487,qnySn,7181
89642,2096,5282,3487,zhGBh,448
89642,2096,5282,3487,lqWWP,1161
6373,9842,5697,7712,VnXNR,7305
6373,9842,5697,7712,lISMk,8544
6373,9842,5697,7712,XbRwZ,9465
38882,8209,650,2073,dOOyZ,4514
38882,8209,650,2073,BSQQj,8478
38882,8209,650,2073,iSxsY,5001
15120,3913,7373,9845,udVpS,8266
15120,3913,7373,9845,nirZR,6284
15120,3913,7373,9845,STEmn,9291
34557,8784,8866,8942,sNUuf,5148
44935,9395,9002,5163,yrYzG,6768
67496,7283,2405,5287,KpkWY,1920
67496,7283,2405,5287,wGJEU,5143
67496,7283,2405,5287,bsvVz,1135
68662,5984,2681,1368,KXVJM,9840
58338,9748,5806,4792,psSoB,6852
58338,9748,5806,4792,DbWOc,2419
56816,1216,7455,8745,bsJsl,4408
56816,1216,7455,8745,htoYk,9120
56816,1216,7455,8745,aVKCP,6071
7819,729,5362,3432,mMkGr,1566
7819,729,5362,3432,FQgbS,4703
7819,729,5362,3432,Vyoca,4793
8061,4085,960,1800,kvaFW,6656
8061,4085,960,1800,XjJiK,6464
26138,2044,3340,6632,xxToZ,9457
26138,2044,3340,6632,tUAif,6028
26138,2044,3340,6632,rEQrJ,3484
16996,2827,6182,4785,lRgMa,6806
16996,2827,6182,4785,tnaqw,4290
16996,2827,6182,4785,Gdbuh,8403
26594,1169,5538,1719,YMpED,2962
63627,227,6469,7220,UDxsu,5542
63627,227,6469,7220,Lkmcq,6090
63627,227,6469,7220,TQmmw,1534
39341,3028,243,7574,dRUCV,6389
59500,6486,8884,8547,amjRj,2767
7613,5150,1117,1344,sepib,4112
7613,5150,1117,1344,dGjOO,9838
7613,5150,1117,1344,fVkgD,522
87077,4080,2947,7246,KyETZ,2102
87077,4080,2947,7246,AMcbF,8739
72111,2300,8246,3289,inSfR,1559
96088,9332,6468,5295,pbCiZ,1276
83945,5269,1085,6465,hUSDB,8042
84259,1534,7381,8687,kLaQd,5859
86088,1795,6284,2438,RhPdJ,2392
86088,1795,6284,2438,wvohc,7891
40225,4008,9255,6572,LSxWt,6652
58885,214,4155,9884,KfItr,7760
58885,214,4155,9884,EHvQg,9369
58885,214,4155,9884,OaWOA,2520
12445,7997,9631,62,IoFmz,2819
12445,7997,9631,62,sXyqW,1772
12445,7997,9631,62,PyPXr,1387
85102,9173,5503,2836,VlZYr,9733
85102,9173,5503,2836,wcFAs,564
33112,4798,3636,3235,UJYjI,4316
33112,4798,3636,3235,oHEcF,9932
35811,1355,3750,8350,hKNCS,625
35811,1355,3750,8350,mbXDU,1547
19932,5926,9978,7735,PpARz,9610
81238,5701,4825,8450,opVPf,9531
33861,286,8703,4772,WpQXv,3177
33861,286,8703,4772,MpdZC,918
33861,286,8703,4772,sxafS,1805
57801,3632,9394,6565,tDhGZ,8251
57801,3632,9394,6565,sWkGF,3067
57801,3632,9394,6565,HqPgI,5583
25989,1516,8663,8732,hjPIy,218
25989,1516,8663,8732,Eomka,9854
25989,1516,8663,8732,OgMRu,4280
51708,5136,293,3675,RSyQX,9709
51708,5136,293,3675,bXZgS,1938
51708,5136,293,3675,CQueB,7019
84096,1072,1207,5412,DzUbx,5044
30043,1016,4326,4295,BYFWj,6445
30043,1016,4326,4295,ZyxEn,8763
30043,1016,4326,4295,wByWX,7471
40574,838,1699,9084,Vzxcw,7000
40574,838,1699,9084,UQLio,8890
40574,838,1699,9084,KoqOH,1033
84877,7468,8620,4007,GXUYS,5671
84877,7468,8620,4007,FKPFv,2641
10517,3821,7625,7579,zhvmE,772
10517,3821,7625,7579,xUHVt,6223
10517,3821,7625,7579,AVvSH,6379
84036,3753,9461,2281,oQITz,9398
84036,3753,9461,2281,zNwUr,6500
17338,983,9208,1824,QXoGJ,2745
17338,983,9208,1824,MGfde,8130
17338,983,9208,1824,jxMhN,2040
21235,7265,336,4388,NYuKD,3378
21235,7265,336,4388,BUmPq,9555
15162,6717,7757,687,dQkEl,4908
15162,6717,7757,687,qGrsP,6193
4462,9375,2058,5366,QFDzJ,8523
4462,9375,2058,5366,IyVSl,6912
4462,9375,2058,5366,VqYKg,4612
44591,5291,3880,5946,eTLtn,6045
44591,5291,3880,5946,FRyhk,3341
55901,6097,3295,9538,IEEJl,7211
55901,6097,3295,9538,SEqJC,5291
55901,6097,3295,9538,yKTxY,1359
