CustomerNo,CompanyCode,FiscalYear
38814,70080,1981
54582,49647,2005
63965,19043,1998
35779,16844,1993
11383,99558,1999
42568,6789,1974
19017,24099,1981
39068,17768,1974
85798,89754,1997
97445,86661,1993
86744,62137,1990
66788,4285,1973
2393,86905,1971
31322,64619,2019
52348,94558,2024
75316,31271,1983
3810,35464,1993
99315,64318,1998
85457,90905,1981
14574,21809,2010
76937,39761,1981
86112,32676,1993
96555,64853,2024
5673,60231,1976
40724,37156,2008
81553,51375,1983
1191,88259,2024
16465,60824,1992
37486,2675,1982
10381,66194,2006
91247,2936,1990
4592,50497,1994
74636,93654,1981
20723,10045,2017
49945,7829,2009
63620,66447,2002
18577,78125,2007
44714,40203,2011
37900,96036,1976
4543,57164,2021
28415,22946,2002
72551,44576,2007
78674,37457,1995
63845,90305,2008
65835,18353,1999
55565,62369,1976
59779,95966,2021
5958,74805,2020
84677,81374,1978
71542,47295,2003
32685,68850,2021
92649,12962,2023
29146,55380,2020
48014,90017,1980
38762,30918,1990
14250,90543,2000
41159,66889,1970
39915,13727,1970
68464,73983,1993
10087,77876,1971
92226,57183,1983
24536,34053,1984
75103,34981,2021
17252,92461,2006
46191,77954,2014
87524,88994,2017
87085,57200,1973
96334,4494,1978
83868,47892,2016
94643,47457,2005
85636,19402,1972
24190,51250,1983
78644,64161,2007
22265,70086,2019
4184,60728,1995
52960,9725,2015
65853,50038,2002
53518,72198,1976
18552,64424,1995
53252,70926,2021
70064,83207,1997
51903,4647,2022
61762,85873,2004
49527,47173,1976
47781,27819,1993
66962,24057,2023
83311,63827,2000
49970,49895,2009
55565,2611,1974
29255,66941,2018
14535,72442,2018
89374,61164,2016
71683,26519,2006
19600,32917,1990
6646,11913,1993
88742,57076,1989
18288,93631,2007
13518,14983,2012
78886,56386,1989
66379,34229,1973
88676,95225,1998
4172,43067,1976
61556,1902,1988
8061,22451,2007
97953,6937,2002
99243,2296,1999
51610,30175,1991
96252,53845,2001
74530,94873,1991
27629,3469,1979
50545,72398,1995
64159,4988,1973
67986,90356,2000
54582,75529,1976
13733,88163,2022
29787,34914,2022
91669,5855,2008
16737,20296,2006
71137,84637,2021
46035,78758,2024
27412,9791,1993
8394,82080,1992
47017,31189,1976
93779,21775,2010
76455,1670,1998
46728,5632,1992
68047,51547,2014
33577,59888,1993
31615,32979,1983
93908,86401,2015
73099,99799,2004
28469,6710,1994
29450,76017,1972
55321,29576,2024
28266,42833,1997
84869,84723,1981
52625,61369,1984
31713,95698,1985
78965,11147,2017
64092,70617,2024
90455,24370,2001
6264,74997,2003
71927,30233,2009
67127,2736,1985
79270,24930,1981
50976,32233,1987
16737,47650,1990
15702,97623,1970
75211,93786,1999
44935,69830,1977
83423,78584,2005
49988,37046,1979
20646,79580,1987
55194,34,2000
74261,34670,1985
90823,38910,2021
38609,84724,2007
66157,98850,1981
93064,64027,2018
26973,41462,2008
32533,48714,2015
52153,66735,2019
64969,1642,1995
15837,68728,2009
96264,26303,2024
36947,34745,2017
5241,97000,1994
70454,87323,2024
41673,32081,1991
20202,66652,2012
33844,91206,1986
25765,31179,1993
62318,8412,2011
49898,67301,1989
94042,6898,1998
30528,56720,2001
88971,23762,1987
78476,50193,1981
96291,35175,1980
32065,48948,2009
18824,12017,2020
45858,88046,1988
23853,44415,2010
27335,27745,2005
84468,13393,1996
25233,48948,1978
36207,86807,1985
15952,54455,2016
63316,51528,2012
1390,71458,1997
47219,51199,1993
10440,31477,2022
33646,12653,2010
26789,51528,1985
9796,33499,2011
61460,87165,2006
33179,99748,1977
87574,23681,1993
99462,71854,1977
35901,58507,1974
52844,46076,1972
13371,39286,1981
40276,73965,2024
50182,80851,1979
91292,75368,1988
93347,67411,2018
65229,4011,2018
42804,44967,2007
23865,77412,1981
23397,7416,1989
76625,18790,1995
21559,75741,1987
69871,6326,2005
95661,81754,2024
4914,63269,1981
67877,56230,2009
66629,1813,1999
18086,44161,2006
61421,25088,2013
74360,88640,2014
87791,66552,2014
37601,84385,2005
29879,51378,1988
3617,72541,2006
34543,22740,1992
66440,39277,1991
27428,83153,1976
40674,79969,2003
31615,55737,2005
11636,25185,2013
29860,39343,1990
13038,2553,2024
19893,2436,2002
66079,15325,2021
89242,91850,2020
59803,71293,1982
7070,25127,1986
92773,92366,2022
56506,66730,2014
32136,1222,1983
32487,55148,1976
28038,47983,1991
58452,3251,2000
97005,61555,1999
39690,11365,1985
1261,47456,2017
14576,7942,2017
34283,91213,2015
56835,71336,1977
85946,36058,2024
8203,84657,2019
59955,11913,1988
54546,2523,1997
49795,21460,2003
63465,91793,2021
78758,3182,1979
90720,34690,2009
12000,81427,1975
66710,12894,1982
56876,99467,2021
62729,41765,2019
37197,12577,2000
98529,98057,2007
24214,85665,2006
42208,76519,2012
44808,30084,2012
85987,30542,1982
59483,96532,2004
19457,59419,1981
19053,91433,1980
22956,64524,2018
79382,11687,1996
26758,72797,1995
43948,55726,1990
13313,55654,2001
86159,20296,2004
70994,42444,1983
83123,43042,2010
71887,35138,2016
65125,20595,1995
2826,21575,2020
67427,24068,1984
4534,88878,2012
93246,69155,2007
30916,59639,2007
37939,92527,2014
62916,97000,2014
71726,10166,2010
59047,65476,1994
53825,44152,2020
32253,95669,2006
20033,13560,2000
10954,35712,2008
83334,95156,2000
74079,94754,1983
54358,5513,1972
73453,55851,2023
47927,71277,1982
96581,91424,1971
28402,57074,1998
94127,72921,2009
75385,50076,1971
95000,66552,2019
51973,59982,2011
29800,98517,2004
38490,5292,1987
28399,40490,1973
6751,52968,1986
37976,59649,1994
84730,17404,2016
61991,72490,2014
20234,79937,2009
42231,92931,2002
13529,65961,2013
6473,58341,2024
32347,58540,1995
70348,86525,1982
72449,29367,1977
31162,44769,2019
82032,80429,1985
20803,23463,1995
95287,93132,1988
35441,13379,2013
41300,81540,2017
19571,25020,2014
31674,88190,1983
69424,24259,2002
94263,44578,1985
99624,62799,1982
74413,94181,2002
67575,88161,2005
88895,86726,2001
7662,2722,1991
36128,17432,1974
12452,33177,2014
53837,65513,1997
26014,70926,1988
78910,75326,1972
67263,31710,1996
49533,72955,2017
218,22578,2000
70760,30969,1980
35311,67595,1998
91532,14129,1972
37486,23790,1986
93244,72028,1977
11849,57267,1999
35468,98269,1986
40397,92351,2015
2518,66409,1985
27988,14509,1974
16185,69150,2019
9474,51627,2013
44820,88028,1995
86199,12107,2008
61323,26671,2011
82207,18462,2002
19769,18679,1994
55152,60264,1999
92894,21460,1978
12841,67296,1980
78512,88269,2006
80998,87862,2001
23037,88517,2008
4384,18381,1996
34004,49092,2005
67830,88288,2020
85089,95636,2013
90191,78662,2014
39727,25467,1982
58591,37731,2020
54358,68280,1990
15912,59888,1996
28056,33062,1979
59364,1137,1987
17801,20246,1996
38872,51396,1989
53227,36657,1984
26650,19966,1997
42834,82109,2019
91247,60780,1976
32592,58090,2024
43537,15054,2019
618,88136,2021
48751,46998,2008
20206,19860,1988
6163,81176,2017
31157,8516,1984
43065,6029,2019
38490,75656,2013
13187,48616,2009
52915,8600,1995
91493,77954,1995
34190,61057,2018
46396,30119,2002
41108,51976,1981
34852,75848,1980
54307,61521,2017
46569,35583,2002
71670,86022,2021
9299,24768,1989
32201,84018,1981
65951,44185,1996
51708,93124,2002
29224,56815,2022
43157,36474,1995
14101,45588,1993
20159,78001,1975
37855,48462,2000
91506,76017,2022
6903,99897,1990
29331,71228,2002
37635,46170,1996
92157,16899,1991
43201,36536,2011
73941,28075,1982
98260,94483,1998
48636,55352,2015
51165,42872,2011
38814,15784,2013
75431,8879,1991
81381,40918,2019
31414,38480,1981
93269,90695,1989
82891,37622,2002
79602,32950,1995
2345,33202,2021
2577,66616,2014
20157,59507,1981
47765,70480,2012
66619,79673,1993
23848,66480,2012
91261,18879,1987
96144,61859,1993
40760,7255,2015
51973,55352,2007
32016,27843,1978
11467,87028,1992
30843,11803,2022
61787,83254,1982
73609,28406,2007
91195,24042,1971
31412,43766,1990
34244,85577,1995
10327,22578,1971
30915,39222,2021
30860,41781,2018
7984,57875,1982
69358,76732,2015
49836,8602,1984
40662,73849,2023
192,22040,2024
22029,4930,1984
79953,34685,2024
32391,43387,1991
91349,42258,1998
63930,39237,2002
96901,93391,2003
45505,30306,2004
64082,25254,2017
25890,79900,2009
83597,11966,2010
11703,30671,1975
79406,1544,1985
3619,49174,2003
88971,62729,1982
27327,69387,1982
39690,32278,2010
95582,39796,1987
12098,77134,2019
90297,59885,2016
92423,93814,1989
73188,50279,1974
7691,86882,2016
68796,12665,2000
62509,10704,2022
79791,61168,2004
7426,7122,1981
67546,44857,1971
56073,16522,1985
67500,55149,2009
97874,61262,2001
23972,4100,1982
65536,53429,1972
62727,13525,1987
16692,90402,2010
36180,63385,1993
1895,27465,1978
64703,6568,2002
35402,86677,2001
9079,72199,2004
1728,38064,2011
71550,49715,1992
15045,44930,1998
51791,5122,1978
41441,18519,1979
46279,85617,1976
55874,41157,1994
97151,49776,1983
95416,29560,1975
56103,80429,1973
37144,35519,1994
95999,5823,1995
20812,6709,1976
85012,41997,1975
30522,15037,2001
72922,1872,2009
91349,78906,1984
90187,17432,1985
83229,35494,1974
69235,60226,1981
20342,37156,1980
25915,3303,1999
22232,69304,1999
83468,59557,2010
38170,33628,2004
92058,84020,2004
57207,2046,1970
46930,57396,1988
74534,99866,1977
59236,98274,2005
49448,28180,2017
22143,80087,1982
20033,43040,2024
87065,52110,1981
51878,4743,1995
10087,82210,1990
44602,38144,1977
22428,64593,1992
35883,37457,2003
45183,15200,1987
93690,17998,1985
10126,30724,2009
78786,38888,2000
65741,11264,2022
19834,82612,2009
68914,8600,1985
37215,57372,2015
97028,82168,1996
63477,16791,2014
95451,71846,2005
48671,13711,1983
17388,7146,1995
83462,33375,2021
6848,73450,1986
55119,18384,1977
55044,94526,2008
62374,55092,1996
86619,99699,2001
31621,55092,2021
87475,7327,1985
11081,21132,2014
78996,68798,1987
30374,42331,2023
41241,21080,2002
40634,10501,1979
65912,42480,1973
86304,67661,2014
66190,96326,1994
62857,41084,1986
26287,58954,2012
53989,49464,2012
36443,55380,2006
71721,21885,2014
39921,78763,1981
41734,10579,1998
96493,40936,1982
75585,35179,1982
6794,32512,1995
24733,72458,2021
79641,33642,1987
38363,39561,1972
12484,57560,2017
9634,49321,1973
94857,65937,1989
95712,1930,2000
7223,75764,1996
20104,39081,2004
44701,3508,1999
45297,53003,2004
32347,1098,1976
51947,78782,1979
61147,86328,2023
23502,94309,1980
27380,72921,1977
9166,47772,2001
91180,25281,2007
48554,70830,1976
5797,46039,2010
56621,72802,2011
32693,37233,1997
16543,51656,1994
88714,69654,2013
35792,51593,1991
8062,71809,2016
1902,2303,2011
83423,69735,1979
24337,85250,1980
56506,36855,1990
55044,64779,1985
61354,43363,1986
21669,42200,1986
74005,74297,1997
65099,21052,1974
94063,83871,1976
80287,18491,1984
16241,83740,2022
21521,28709,1986
79980,44634,1998
17255,81176,2009
83529,2269,2011
73425,76599,1985
71937,76090,2002
45559,45958,1985
67512,30692,1974
71170,49368,1989
70720,84597,2014
69534,99900,1992
68,50596,2007
31757,24396,1975
17228,49591,1977
56858,14228,1986
93245,29354,2002
74055,92066,2009
4513,49216,1982
88488,78471,1995
59498,50585,1986
5972,13393,1986
9349,63088,2020
41996,96067,1987
78029,96511,2006
42804,75597,1998
81821,68992,2007
96250,8834,1985
8810,39983,1994
44529,31199,2006
35553,94437,1996
13820,64929,2017
76455,77219,1983
66656,32792,2017
5790,91051,1995
73617,34940,2013
15120,4963,2013
46811,11213,1984
9471,6572,2007
44567,52968,1998
4807,37018,2003
55686,3175,2018
70968,13658,2017
87475,38068,1996
48997,26703,1976
47289,17675,1984
71271,74457,1982
75488,18898,2013
54515,2451,2014
49170,51038,1991
98188,68786,2021
6976,31546,2021
39195,71439,1987
15148,29700,2015
91594,32199,1976
47039,33517,1977
18763,79351,1993
88079,50876,1989
58864,70023,2003
444,71502,1989
89703,7838,1978
24119,62775,1972
2517,34349,1983
64221,78345,2003
77790,77857,1978
41028,84275,2006
43314,37020,2017
21740,94636,2009
78101,48217,2019
5113,68989,2014
65192,26760,2014
91385,83145,1986
17218,76797,1984
1224,37613,1999
97689,46441,2022
64368,14026,1984
78918,51063,2011
49170,86421,2017
15363,79781,2009
45968,74289,2016
87586,55678,1994
22209,69078,1976
17988,60186,2001
66146,89497,2024
1542,50973,2011
28755,9142,1999
95195,70331,1999
3060,10710,1985
91837,80650,1997
37641,9031,1991
90084,20957,1998
1797,14816,1974
84064,7545,2012
86927,78490,1975
733,95932,1992
1928,46589,1973
32140,49436,1973
62438,14616,1974
52039,94540,2004
78292,6475,2013
970,36364,1988
49141,43206,1977
75440,37045,1986
2657,51976,2004
71914,4011,1994
30957,17598,2014
11464,40964,2004
12965,62314,2011
88940,11272,1975
93080,22424,1993
86626,21426,2009
68003,37823,2012
1089,59695,1977
65519,55629,1972
73495,13658,1973
97483,98850,2009
47171,99113,2011
88940,9931,1980
19182,83914,2014
21920,14129,1979
13732,19101,1999
61323,58117,2006
65395,32406,2020
92537,92733,1973
59464,58461,1978
93137,17342,1995
99261,58987,1981
8836,41561,2005
78875,88078,2019
84395,30201,1996
36506,54382,1980
74188,57532,2010
88351,56753,2008
11470,64295,1979
91837,90565,1998
53353,98233,2011
81219,13088,1979
63920,86512,1995
9297,80967,1999
38436,15098,2007
15256,16184,1999
53599,93313,1989
17965,90337,1997
54038,29867,1972
79396,59655,2017
77007,15140,2017
33467,81367,1977
31094,70652,1982
3911,81959,2015
90976,77723,1983
90455,44844,2014
28895,84679,2001
24337,12236,2008
82577,13133,1987
53751,82106,1973
3797,95519,1978
80354,41956,1978
41339,90029,1997
53458,13688,1992
72517,96192,1990
21018,45388,2009
27780,5598,1986
17029,27458,1985
18081,56096,2022
16809,25601,1989
71767,11470,1983
22900,73044,2000
32898,89984,1997
97344,51747,1992
28814,32109,1991
68345,33517,2007
81386,22652,1975
29013,80053,2021
23833,6573,1982
26415,49660,2012
48554,57129,2019
84841,39504,2018
60296,21956,2007
27322,2804,1996
28395,29326,2024
36433,71350,2014
29075,12378,1996
7688,22679,1977
97285,54461,1994
55122,40522,2024
87396,72701,1993
11693,21656,1988
53091,46092,1997
81014,47858,1998
43548,14147,2010
50454,46391,1979
19508,63622,2023
82957,34131,2010
93347,35204,2017
89642,57689,1982
62681,49398,2015
881,61369,2011
34077,5760,1985
34699,55039,1975
48463,20084,2011
89665,19707,2012
26833,61679,1984
46147,81567,2015
51204,44841,2005
59456,73558,1995
4137,58243,2007
53850,24537,2017
89880,79556,1980
25801,42678,1997
17912,95165,2014
44872,92010,1986
41639,60645,2012
63987,13662,2011
11896,16897,1975
37127,54091,1975
28333,76534,2004
6826,98919,2024
46628,56684,1981
5673,60645,1991
99409,98459,1985
88816,46631,1990
25629,39391,1975
21810,45830,1982
87475,89138,1980
14913,11325,2014
29879,89691,2001
77359,46660,2022
98322,78758,1975
67871,7674,1973
57689,50791,1986
70791,79720,1995
77728,36155,1983
95471,80335,2018
16692,22782,1988
62655,49972,1999
74778,47892,2013
57085,9858,1973
21311,56243,1985
75660,54222,1977
10468,25262,1997
79406,60886,2022
27330,32627,1985
67828,56903,1989
50965,23751,1991
68966,46170,1974
65041,76597,1974
59752,52202,1998
45849,69032,2018
28768,57561,1981
95473,9000,1972
68473,17316,1980
2333,97907,1977
21789,54164,1988
37680,66146,1985
77646,45349,2012
84301,62431,1976
58352,73510,1979
85987,8381,1978
73993,67893,1988
85059,28317,2019
2932,56678,1979
88181,29446,2005
47493,97419,1983
5818,13063,1991
93905,83282,1984
22093,8513,1994
54291,22424,1979
50937,43021,2023
57689,41080,2007
51258,11154,1977
60053,82049,2012
40235,24512,2000
83428,73395,2000
51406,63767,2003
40743,27605,2016
35943,77362,2011
85920,56553,1985
27512,78106,1986
67465,81214,1975
94945,24895,1977
89642,90437,1978
5290,18973,2014
30788,76517,2010
96244,1182,1971
40574,50720,2000
38812,81759,2011
89562,65145,1982
48196,58243,1990
66532,81835,1994
38418,34349,1988
87046,84090,1971
26921,81457,2013
34003,83147,2008
20681,53410,1975
74806,50741,2018
23115,62429,1986
21986,18037,1995
53567,81578,1979
9079,51092,2004
70003,25601,2008
8386,21778,2014
95046,70418,2008
83666,42003,1995
65509,90152,2010
20421,51382,1983
41342,41763,1974
30025,23888,1993
97770,49674,2010
4315,99496,1998
85089,49254,1997
42437,84235,2009
1468,32571,1983
59464,63292,1988
76366,30013,1989
19038,54723,1985
25562,37605,1978
89924,52966,2020
30887,1266,1979
48671,67492,2020
19586,31222,2018
48485,7352,1989
68137,50241,1973
79076,1194,1996
21810,32247,1994
86958,27916,2024
11988,72953,2009
49127,27544,1978
36350,3596,1995
54917,37941,1995
74211,85742,2022
99240,65155,2013
16338,78895,1979
80842,28491,2014
10868,35583,1998
65928,29354,2011
23734,49106,1980
7429,54348,1995
73341,69155,1997
13667,1190,2000
90949,74421,1982
11383,60207,2024
53603,91633,1984
1192,96090,2019
73165,93814,2001
99027,6150,2009
51433,45020,2014
67500,64396,1970
31347,44004,2021
73436,51199,1983
61991,74695,1978
14349,33812,1986
17130,70543,1999
45495,74071,2011
44832,53322,1985
981,15140,2000
77359,49577,1997
95968,19469,2007
71063,15936,1992
28592,6842,2006
97956,6640,2024
56842,90337,2024
58982,57178,2007
11467,49477,1998
39709,66619,1975
84786,32712,2021
53540,74418,1975
35528,5980,1999
95451,46639,1996
51075,69511,2018
87808,81578,1994
30814,28064,1978
59450,112,1970
73754,13197,1991
72929,44838,1982
79285,80977,1977
25509,63622,1981
67877,76294,1974
90580,2755,1977
72183,71227,2019
92153,52147,2003
87694,60578,1973
74284,97835,1982
57325,24107,2008
78673,50702,1996
66120,65315,2020
10456,98323,1998
46569,42614,2016
37641,59910,2014
95714,23609,2000
69703,88524,2014
50990,91912,1970
76329,54765,1979
2444,80417,1973
26421,93508,2007
36348,94573,1992
56779,77907,2003
61578,60284,2007
36178,29467,1993
68894,5157,1972
55421,11551,2016
13877,16123,1992
10956,51691,1976
96367,54856,1992
5912,31723,2004
94023,84576,1990
52452,77839,1978
6492,5937,1983
99924,70066,1996
8407,88100,2023
35215,84791,1970
16845,7067,2023
13418,60643,2020
8578,49269,1975
79912,60494,2002
10120,67893,1975
52887,58987,2022
77397,53084,1978
36507,89138,2015
8836,97999,2013
85455,54510,1983
89861,87251,2010
54422,46844,1977
90833,72074,2004
7281,30873,1971
76175,30531,2017
49750,54828,1996
82100,99664,2000
51187,1257,2018
65263,78157,2008
43586,14515,1976
41704,78271,1970
42813,27109,1990
14474,27231,1975
83899,48992,2019
64353,46092,1970
59111,79358,1994
98562,52366,2003
97512,36532,2014
72757,42210,2015
79151,71996,1974
72680,33221,1979
57085,30522,2024
57809,15082,1993
37975,42190,1984
49988,4603,1995
54332,67327,1973
24773,44310,1989
8492,14022,1980
21333,5419,1992
30762,45832,2006
49919,92542,1989
84434,99991,1972
45687,14824,2002
66163,78035,1974
34062,18839,2006
19511,11147,1988
85067,78031,1976
95947,89217,2004
26484,40279,1990
44727,70219,1979
65430,44855,2019
58266,26867,2009
77232,79336,1986
58129,75905,2002
56538,81267,1979
99254,60630,2008
2039,80977,2001
52293,93832,1997
62029,9031,1992
65519,76534,2008
97214,50076,1990
59661,82098,2024
61421,79563,2016
4185,84798,1974
54825,92948,2009
26583,15835,2001
48068,12484,2019
75445,66893,1987
30411,27139,1987
13405,44855,1990
35550,7612,2016
20234,98822,1980
59556,21221,1993
61437,85719,1987
41602,92144,2019
76515,41663,2005
16270,36316,1989
59176,28491,2014
47064,61045,1978
40264,36659,1980
81553,87954,1975
58907,93247,2010
34004,65447,2011
20778,4033,2007
87085,81754,1978
47906,27049,1975
74005,20121,1977
34882,98757,2002
68294,48370,2016
48536,45346,1982
75855,23516,2013
89724,10774,1976
70853,49575,1982
73821,81616,1980
92444,95791,2015
12876,92525,2000
25102,5787,1976
4082,5591,1975
28117,98823,1986
56525,40812,2003
78999,81930,1978
53603,87090,1971
31075,48345,1972
46227,95698,2016
53189,16056,2006
17147,81549,1981
25396,22971,1992
29787,39750,2001
46552,51295,1985
27160,53410,1971
14570,97234,2005
5698,82988,2021
83736,9923,1975
31258,92702,1993
20595,4278,2018
74105,98554,2005
53518,8392,1991
49988,70151,1980
54056,42257,1975
5289,39905,2011
1701,32351,1984
17147,81846,1977
2316,75530,2012
60196,18999,1973
66331,95896,1981
66882,36294,1974
79391,8646,2023
36311,79059,1999
64930,33953,1989
78212,22980,1995
91662,38443,1976
91448,58462,1979
50905,70234,2024
34427,7730,1976
27463,22998,1976
24733,17649,1997
30294,70577,2012
63306,14015,1984
91577,22435,1996
81238,20752,2013
98684,20269,2005
41992,64779,2012
13450,82206,2005
17218,9258,2021
15453,12112,1973
77397,72960,2011
96468,81116,2015
90727,86776,1984
58146,16283,2024
27650,68957,1994
89641,21525,2016
63072,4278,1983
35173,2269,2019
17174,39342,2015
83251,80362,2023
71170,13897,2014
20284,13197,1992
64719,35734,1984
77231,24107,1979
53828,89714,2019
43405,60860,1993
29866,11223,1999
93137,96587,2011
399,31902,1983
39690,73315,1984
31018,45832,1986
63466,55350,2012
87586,72397,1990
51678,26884,1994
45264,86728,1994
51422,82017,2002
35528,35436,1981
32842,14041,2002
24523,99492,2011
65282,93344,2004
35293,9791,1992
81980,21872,2023
19370,61623,1989
59437,90388,1988
59236,67301,2023
45925,29419,1980
12276,10710,1997
16476,70046,2017
11454,48892,2022
8113,65862,2005
35238,49575,2020
53588,48459,1999
91607,56810,1975
33869,62693,1999
38374,93322,1992
48851,20980,1998
53252,37743,1977
33480,81959,2017
17860,97925,2009
47341,83300,1996
94835,91017,2006
834,92652,1999
83447,50613,1992
91738,81521,1999
66953,43021,2004
47107,56511,2000
4163,43481,2002
60532,61667,2006
96907,65171,2017
71157,1492,1981
61217,13336,1998
84428,71071,1987
79641,93612,1975
28127,65386,2006
30892,73854,1970
75568,71054,2014
4750,82100,1997
25771,52031,2011
30382,33391,1981
95542,27056,2019
21669,19867,2008
52881,26963,2015
86327,46237,2013
53723,52615,2015
11960,59797,2001
51054,28744,2023
57742,9878,1995
23232,36618,1983
49893,41157,2017
89061,99574,1994
29392,16673,1973
57673,54930,1973
25841,37921,1971
54172,24847,1987
92162,32158,2009
67907,5419,2022
62434,61167,1987
65554,99089,1999
80396,14627,2024
73941,74658,1970
52727,55277,2021
99796,79132,1989
29160,34391,2014
4270,54079,2010
61249,76344,1994
43485,97006,1998
81190,10194,1992
15322,12551,2012
65557,57952,2017
11932,99514,1970
9735,12967,1997
15072,65484,2014
53727,39043,2010
23109,55636,1978
97366,33671,1994
37952,12637,1972
64398,45724,1998
84425,90716,1982
308,92365,1994
78659,31749,2003
40941,86726,1980
63383,90905,2020
38648,94276,2003
8978,4071,2008
54825,85157,1994
29263,11783,2019
19630,23371,1989
32978,33375,2018
50052,2245,2019
68,52548,2007
6721,54280,1971
16177,56391,1983
56572,54809,2010
28501,97003,2006
93698,20197,2013
61996,45568,1992
56252,52854,2001
72481,90595,1971
33594,43225,2012
19919,72618,1970
59464,72843,2020
92765,78772,2014
67666,55007,2018
31341,88090,1992
222,88195,1983
8810,31763,1984
81199,55564,2008
92404,81706,1996
88138,66520,2001
24407,8600,1970
51746,5823,2009
78626,12022,2000
28449,4106,1972
48279,90125,2006
53481,25128,2017
51874,15564,2019
8241,64193,1985
48416,5013,2018
6721,13723,1980
80639,10575,1990
96995,40449,1986
45843,14767,1996
70055,36585,1986
10893,25976,2002
29098,95920,2018
45404,47868,1996
21637,8890,2022
80378,62799,2004
87833,72198,1990
33726,43300,2014
24419,90973,1989
86240,1194,2017
635,57157,1993
7984,75489,1977
57639,79745,1984
7892,27049,1988
78596,14669,1987
90720,47565,2024
26723,13259,2024
51258,23976,1987
63043,31818,2022
2099,74772,1979
76589,26781,2010
97094,17860,2006
11949,51322,2017
49836,59202,1990
67513,17649,2006
81411,98274,2002
17871,72251,2018
36506,16194,1970
47470,78183,1995
45372,654,1970
82577,32979,1990
38721,28742,1970
36608,90108,2001
90487,99319,1985
40792,70830,1984
47074,41275,1984
83737,34358,2023
79111,81611,2015
86430,27051,1992
6028,7784,1974
1503,79505,2006
19559,40991,1980
51383,5723,1972
21579,57344,2024
34415,50738,2020
94562,17474,1996
3340,46391,2011
26330,61377,1972
18081,91588,2021
58097,36073,1973
89888,195,1989
44635,23205,2007
63855,78742,1976
58013,40777,1977
3311,64524,2021
38692,35881,2016
51287,75480,1978
12196,4170,2010
51597,49484,2015
36538,16777,2020
16568,79236,2021
39776,30306,2018
9299,83300,2017
37900,49477,2023
63161,89329,2000
296,22387,2016
7085,80155,2019
19039,61443,1970
60464,53160,2019
44036,88254,1994
43385,4952,1985
70791,92702,2020
78961,65145,1981
71598,22008,2012
60710,42258,1985
66293,30590,1975
30314,83848,1970
81687,68903,2000
17388,54877,1995
60295,22779,1985
21922,31114,1987
67003,31243,1992
54960,99095,1982
79578,76259,2002
1321,51928,1997
97550,55063,2001
81524,42774,2002
80864,19932,1994
46526,11589,1995
36295,27293,2008
73993,79059,2011
61163,51875,1987
47642,26492,1984
17801,82493,1990
9081,11653,2014
23264,55517,2021
79427,70589,1996
17832,11530,1998
38744,19927,1990
99148,3797,2023
17885,11667,1986
37814,38084,1984
79111,6937,2024
94050,50215,2018
59007,87198,1988
59831,51862,1977
17430,89779,2007
84358,96090,1980
3977,79953,1987
34687,82270,1972
54764,50418,2014
31718,84657,2014
12154,6307,2002
70519,62369,1974
24504,59106,2000
88113,51396,1997
17242,90710,2009
18918,88368,1988
95675,16440,1993
9391,86717,2008
40137,54360,1987
72312,92539,2001
71065,30308,2008
36616,62063,2010
47781,78671,2013
5850,49027,1973
1409,66178,1988
93323,23697,1998
65172,17835,1991
87096,2941,2022
3228,98079,1976
48395,39286,2017
55679,30733,1978
34844,83743,2019
74655,57570,1978
86593,31616,2013
95451,31882,2012
77230,32655,2000
60321,94437,2001
57742,26257,2024
40490,81216,2021
8339,23807,1981
74769,25586,1975
31814,6103,1995
4489,25499,2011
70948,18680,2003
61249,46460,1992
31046,98594,1990
15557,98641,2013
65400,77194,1985
76955,47975,1976
31245,9333,2013
14089,42695,2017
54905,57710,1981
91594,16120,2006
11533,70874,2003
43087,4011,1973
1299,43104,1978
17698,3529,1985
9517,62967,1982
76845,85651,2006
97117,55654,1974
32348,50894,2007
72467,89692,1985
91527,12650,2013
7423,48627,2018
69373,89118,2018
4552,55117,2016
41471,32040,1990
31757,53339,1976
14118,45707,2008
32999,1877,2018
10108,9585,1972
87267,20784,2001
36779,22948,1982
40632,53143,1991
11173,42678,2004
30314,27831,1997
99557,50307,2015
53180,86296,1989
68894,32199,2013
3340,92803,1983
53225,86348,1980
35312,23527,1973
50781,92881,1989
26905,81428,1978
29219,80940,2013
90225,36593,1980
31432,88871,2009
83133,80967,1981
56775,78419,2005
98797,92880,2007
29746,81521,1986
68461,59809,1983
84259,44681,2005
18107,25005,2006
52339,26839,2007
60485,43493,1974
91544,60259,2007
23601,63957,1979
44640,37851,2002
23037,74897,1993
17487,86759,2000
42815,50076,1988
85870,69654,1977
75982,24768,1983
76018,27751,2018
84533,61163,1985
33255,57803,1998
37486,23463,1992
43009,63265,2001
59977,52741,1976
27327,83774,2000
76175,77049,2007
62909,75083,1970
78685,2946,2011
27917,95896,2020
55757,69469,1991
25509,97188,2008
25466,71350,2005
46086,69329,2019
23845,88192,2000
73446,99868,1991
17680,34531,1970
1784,90752,2014
11066,10669,1990
44426,86935,1971
16215,81442,1973
37976,48065,1993
86929,3711,1993
54707,18917,2019
8183,51976,2009
17252,27676,2002
90325,79160,1996
3713,36659,1971
7189,74714,1989
79036,37823,1978
57177,864,1990
72727,57085,2023
53632,44394,2021
13065,36372,1993
69424,11328,2018
