VendorNo,CompanyCode,FiscalYear
2776,18919,2023
23125,82014,2007
63111,56166,2010
11965,14022,1999
60603,87130,2022
56116,19032,2009
42965,87682,1970
33427,4743,1995
1006,54079,2017
81416,29831,1997
11403,40301,2016
59957,29514,2018
68374,37049,1983
30932,2025,2015
38669,78223,1979
59551,80855,1981
67001,54057,1978
74441,46355,2018
85917,4033,2020
16969,90,1989
72014,60728,2008
89251,61347,2002
25096,99814,1987
55405,98829,1993
24709,36363,1981
99365,5987,2017
86755,66921,2000
18365,68050,1988
22104,39881,1995
29785,95575,1995
50182,55802,1994
48959,64218,2010
23906,86497,1984
77570,60442,2012
33635,16966,2011
12581,71819,2020
15630,70723,1997
78079,67482,2021
84181,93771,2023
6908,87283,1977
63980,64625,2004
28974,66018,1975
73932,68070,2008
8865,61485,1984
85276,12828,1974
21096,1056,1980
3955,74812,1975
72285,34564,1998
70705,43973,1984
92200,51405,2020
74489,94948,2019
64446,64845,2014
94182,73058,1993
95548,48690,1976
29261,26863,2004
90510,47018,1989
72556,18299,1983
47191,19101,2012
80262,27945,1973
10936,56997,1970
88189,89668,1970
62784,22425,1990
5304,96763,1974
48595,98112,1972
74527,35802,2018
6231,53199,2014
73417,83593,1984
87235,58451,1985
69895,7558,2016
42453,89476,2001
17987,11861,1974
76818,99017,1987
80295,74861,2005
32147,1400,2024
35832,15546,1982
69968,61429,2020
72815,74212,1988
55412,98323,1995
55387,39277,2014
23612,78205,1981
69580,22386,2016
24876,57570,1983
3395,11117,1982
71459,71095,2017
15415,29231,1981
70427,12463,1998
12078,26213,1999
6038,21667,1986
73694,90228,1983
9687,87266,1985
63451,71478,2018
39836,98842,1999
44993,89712,2012
99097,98461,1970
91347,25715,1994
72342,40351,1980
83536,7275,1997
8961,20470,1981
24713,89303,2016
15388,97253,2000
36115,28928,1986
59914,96322,1997
11215,17813,2023
32215,7607,2003
54558,4398,1993
21468,93728,1989
76156,14983,2003
42295,43994,1980
68960,92610,2001
9762,72334,1974
55757,43493,1981
67278,62538,2015
24877,43614,1980
14421,27268,2017
93266,47547,2006
21825,34841,1981
84782,84385,2009
78388,42533,1981
50349,87954,1984
36275,1065,1985
3564,78317,2012
98253,11966,2004
97666,37349,1984
5435,80314,1973
15455,21773,2013
31259,68191,2001
33304,15637,1970
84081,79067,1990
18378,32861,2000
88358,83521,1974
3384,6330,1992
13070,57175,2013
98740,92795,1994
84837,2025,1978
79603,73538,1996
62941,95053,1982
79638,3030,2022
88097,76361,1999
15570,96684,1992
26249,41025,2022
2913,82217,1973
69964,17482,2021
31981,61489,1984
89139,36818,1977
42312,76763,2018
12888,41579,1999
8497,80805,1999
67401,80082,1988
74641,51477,1996
60217,36481,1997
8252,26761,2011
35418,35102,1997
80961,64635,2016
6345,10006,2016
64412,28332,1981
21144,55075,2020
43900,62704,1979
75918,90575,2010
22473,96174,2012
49986,51593,1978
29026,11883,1999
72750,47873,2020
35307,33316,2011
27624,79059,1985
12785,2851,2001
66948,55665,2004
67882,27994,2014
16190,54700,2020
82244,52355,1985
44163,52031,1999
39004,24768,2012
4168,54879,2012
79855,91413,1997
6855,53930,2004
70333,32109,1985
7592,28548,2012
94605,47260,1980
44700,11603,1985
34290,17278,2019
4117,79440,2019
34535,55900,1987
7349,81531,2012
10346,85135,2022
42119,13518,1988
48754,83187,1971
50197,41111,1996
77974,73404,1972
88384,62181,2012
96576,50338,1981
52302,3376,2024
35555,98079,1978
60592,33696,1995
63759,68221,2007
26007,33176,1987
44304,23591,1999
77366,51401,1977
23146,60411,1985
78570,76081,2011
78742,29467,2002
344,17538,2014
21107,6303,1994
29963,23976,2018
12888,35511,1977
69304,16393,2022
5681,8495,1993
10834,29522,1994
23271,93383,1973
12046,25020,1973
76389,96684,2013
93879,60710,1994
99485,87310,2019
49350,89932,1977
45324,34434,2012
42562,10893,2011
1987,62866,2005
1833,98308,1981
61513,47485,1978
36293,70220,2007
64634,17209,2016
80577,90612,2015
33443,76617,2019
97353,39265,1984
32215,86905,1997
85790,42774,2010
27576,5870,1979
60949,60706,1974
67136,51092,1974
94732,91864,1976
28808,2138,1995
26547,17675,1975
3086,92315,1983
32248,68423,1998
57123,89003,1988
14329,11759,2007
62648,95130,2014
91668,60725,1984
3161,93328,1979
87398,47418,2024
8073,81293,2004
88975,10087,1975
52188,74210,2006
88139,53165,2015
43299,2351,2024
41771,20918,1995
9250,40650,2022
55051,24832,2021
88085,93956,1986
87032,26196,1989
39676,80587,1988
95552,62253,1984
54914,86605,1997
23522,62805,1990
21798,8289,2000
38882,9586,1980
66419,59313,2017
84013,63469,2019
691,70350,1972
45741,74805,2023
40174,88100,1995
99059,50752,1989
88608,94483,1983
57056,30724,1993
48036,22447,1970
95129,97192,1979
88782,87862,1974
84636,91421,1993
8116,70733,2017
17877,38800,1989
68819,73854,1999
24032,79727,1996
838,78720,2014
83569,92517,1974
6105,9333,2018
54195,64619,1990
85613,35071,1992
21968,26303,1972
88558,79789,2005
1201,50047,1999
59658,75061,1979
86831,65155,2006
23734,67399,2021
41588,92702,2007
74180,20865,2007
54251,12236,2024
60953,28422,2003
2415,35385,2011
38147,37022,1991
48270,14733,1989
83484,56296,2000
19159,62533,2021
24242,15895,2022
96558,35609,2021
42090,4254,1974
60592,75430,1986
76069,62917,2007
29026,41559,1978
28622,61640,2009
25162,30175,2024
777,57396,1998
89321,67197,1983
36150,29549,1974
78079,15937,1978
32088,46907,1991
21053,27805,2006
92445,34088,2004
23806,37264,1998
58121,96766,1971
55970,54040,1982
23146,92924,1980
43438,99911,2024
49086,87866,1999
11923,9797,1978
75843,71566,1977
34935,27724,1987
44712,93369,1971
79911,69500,2015
59796,74131,1987
79295,94755,1971
6067,57683,1976
68725,32066,1994
80150,58976,2018
47780,3196,2005
5252,49428,1976
80993,15835,2015
97180,73178,2024
19904,13050,2024
36955,91625,2014
55040,27049,2016
38986,13535,1979
10525,69868,2024
94553,23184,1980
3052,95469,2011
58232,5683,2009
16362,56810,1984
7204,28375,1982
81826,62137,1974
77985,62847,2010
40263,42361,1987
76499,64267,2017
19914,95575,1978
94280,16091,2018
60592,83207,1987
74544,88273,2013
75368,70980,1999
19027,97458,2019
54593,8759,1970
13071,9871,2021
4624,58043,2017
18045,27101,1980
78727,99643,2006
17544,9725,2015
75830,53121,2021
46585,83745,2007
50918,1402,1977
86835,69978,1984
15985,37047,1986
67699,9610,1983
84005,12023,1977
39030,28217,1995
91454,77516,1979
70499,53944,1973
62994,59650,1972
10923,77621,1987
21421,1494,2021
73426,40268,1972
48469,73044,2006
61860,20503,1970
81565,25288,1988
72575,65438,1989
73939,36481,1999
54357,77835,2003
45324,98576,1998
17455,49660,2015
47289,31528,1970
55241,35097,1973
83001,86066,1974
74727,25832,1992
2944,475,2015
84994,17671,2006
11581,57608,2011
37366,33533,1979
38258,19096,2013
23344,17779,2021
12140,93713,1991
19403,4888,2010
6071,60186,2000
46703,57076,1992
18843,35500,2021
64594,3182,2015
59334,77637,2017
30455,47018,2020
27840,75313,2020
53628,36163,2015
67953,1869,2019
39792,54239,2001
94706,52727,1987
74497,3175,2020
98434,62594,2006
47991,72507,2023
53748,76131,2009
36264,84386,2012
13187,29941,1994
17935,18122,1974
99393,60816,1986
87872,26489,1998
15366,94578,2014
76562,41388,1989
85509,90006,2001
25423,11261,1999
3560,70484,1979
94790,93829,2013
40958,42918,2001
89981,44262,2021
2957,135,1993
54745,41470,2005
69366,82212,1975
71553,62063,2003
97304,37438,1994
55149,48668,1994
86760,98586,2020
38994,73892,1987
74883,13454,2012
94381,66142,1991
60397,89303,2024
26136,65315,2015
37075,79727,2001
15831,80906,1979
18612,10604,1981
4251,47462,2022
98652,50519,1981
19450,36818,1994
30792,68963,2011
50619,89084,2022
51285,78003,2015
12997,50047,1979
51538,85351,2011
29994,76983,2005
43990,62388,1980
74806,46961,2018
44894,3986,1971
60603,24445,1995
57383,68464,1995
3310,42700,2023
40300,72026,2003
93900,61753,2002
56639,30080,1974
75211,27676,2004
81900,67342,2013
70844,11619,2007
81152,34457,1975
24324,37005,1994
52510,82875,2020
25323,22122,2008
33295,35511,1980
88859,27591,1993
68647,24055,1971
47175,31511,2023
58430,96039,1981
34895,59122,2009
68996,58117,1983
27997,6911,1988
28574,45830,1992
31351,92768,1982
79911,88621,1992
17284,67125,2018
12654,21718,1978
58795,1301,1976
5858,32318,1972
23425,87251,2005
97839,47773,1970
536,83621,1982
87880,81077,2019
81662,96543,2022
30921,73599,1983
21743,62360,2023
13278,22454,1993
38882,53429,1992
24543,1779,1993
60713,95349,1980
32906,85990,1999
71654,69104,2006
79128,77857,1988
71790,16758,1985
47536,40002,2001
71750,26671,1990
15479,2611,2021
31970,76469,2010
68331,29878,1976
57186,62314,2007
83299,82504,2007
47704,56517,2024
84390,52680,2006
62466,76246,2002
32976,99080,2000
49435,17889,1991
90019,44470,1988
53201,78925,1996
51229,66346,1979
7176,14380,2004
31351,23,1998
63580,62219,1986
49963,35239,2018
96335,53536,1975
14316,13013,2023
27872,62354,1979
61043,41462,2019
5720,27049,2021
92436,62137,1996
42804,23949,2014
50203,7852,2018
90587,27231,2008
23215,479,2005
67429,91127,1978
18616,77850,2019
9460,72843,1998
58946,53450,1991
71744,14625,2003
21698,10591,2010
78742,74902,1972
60435,62542,1998
91051,76316,1994
3156,4573,1970
55997,12377,1975
35571,33528,2005
96297,62063,2024
15326,80202,2017
29452,76469,2021
32611,53536,2024
10121,46228,2010
46782,50241,2023
84404,28635,2016
26669,84530,2019
49761,77991,1992
37075,32860,2005
41020,16055,2016
58827,55911,1973
10416,24107,2001
96260,44679,2000
3564,76411,2018
65622,96892,1983
50504,34564,1977
94429,93251,2024
74104,49368,1982
9961,4289,1980
54992,60305,2020
19862,85331,1986
9000,12878,1990
5473,51943,2003
76881,4503,2018
86555,79380,1991
62928,7708,1991
27837,44094,1992
86042,95515,2000
44163,1731,1978
11256,6468,2012
3893,44990,1996
4170,31789,2001
99444,58570,1978
32002,1160,1999
12558,31882,1993
7168,99906,1984
31537,53344,2024
73133,25218,2017
66190,19207,1986
47549,30322,1994
76067,46460,1985
91196,49014,2009
57662,69108,1994
55803,77048,1973
47419,93069,2019
35519,86497,1988
38848,10987,2010
62971,64195,1988
45982,72679,2013
76478,2941,1986
21894,33528,2005
8641,92571,2012
76631,57182,2009
33378,59757,2008
99660,73599,1985
24242,24484,1987
73878,48370,1991
68014,99214,1992
4421,72960,2002
35151,76361,2003
95129,58823,1988
8365,14333,1987
28507,4748,1982
12804,31167,1985
67776,62805,1986
21022,49139,1974
9887,2553,1972
70036,50497,1981
78581,35099,1985
6793,90812,1998
23114,39057,2016
84837,54169,2018
81732,10638,1994
96260,9665,1997
61034,36547,1979
3841,71488,1982
44485,46634,1984
8170,64247,2010
34964,59737,1996
35161,64688,1974
27639,83640,2013
59369,7558,2022
7264,76754,2011
24584,67642,1971
70560,11495,1978
1658,73405,1989
80697,79243,1995
25504,70721,1990
68960,82199,2014
25162,43848,2007
32801,26398,2017
84771,8053,1991
45296,94365,1999
33819,97669,2023
81594,19469,1977
5720,61592,2010
77371,14365,1995
32729,91793,1986
51267,92613,2015
99059,30063,1987
47607,77676,1992
2283,65476,1995
90372,23629,2012
16159,84024,2014
10915,33748,2012
21970,25123,1972
90927,12650,2002
52603,92983,2010
9162,60198,2024
60144,98112,1982
3949,52809,1986
40823,76569,2021
4880,35350,2013
75988,43328,1973
57180,15140,1982
27902,76737,1970
50719,33081,1997
67868,77339,2007
51452,42643,1972
37366,77734,2020
43103,26076,2005
23182,48051,1977
99729,58312,2020
63451,91719,1988
25707,76942,2006
75178,69063,1981
86324,26102,2013
26725,35180,1998
50774,36840,1996
25162,76617,2017
79104,76275,2008
30613,20370,2016
70237,17209,2021
27777,52745,1990
42103,30190,2019
67401,9473,2009
17509,28191,1990
15986,42789,1982
86659,90225,2007
10189,15835,2015
71744,3533,1983
29776,69078,1974
14400,76062,2008
46183,60259,1977
62941,72981,2004
29358,19402,2012
69051,84564,2015
80459,61602,1988
24964,74979,1985
53762,38400,2012
17646,23591,1970
41463,87310,1980
33704,60411,1992
1964,25248,1996
7922,52087,1992
58653,97739,1993
1602,36098,2021
34405,54677,1975
65288,73172,1999
41047,47914,2009
8018,86606,1987
28781,93563,1986
9062,72568,1974
43495,1542,1972
10429,93023,2012
67154,68016,1992
72174,66709,2016
20406,39782,2012
2097,8182,1985
35790,18980,2003
56774,86128,1995
2309,45818,2013
31674,42044,2013
11408,33123,1986
73079,27765,1992
39010,80319,1976
30215,30545,1970
8867,38907,1995
81030,65107,1984
77849,45219,1981
1944,91012,2004
44341,59305,2024
1911,29489,1994
60034,55032,1986
11020,67846,1977
94851,63767,1994
56510,18973,1993
72571,64888,1987
71073,20516,2007
9116,89712,1983
48574,69645,2003
24350,5961,2008
30546,18917,2006
36175,32082,2001
71713,53202,1978
70329,93493,1994
5932,30207,2013
61964,96039,1982
94392,30138,2021
49802,50998,2000
74688,25658,2008
59658,43960,1991
31282,20784,1985
46097,16440,1995
39613,61268,1991
63777,62903,2015
21852,36341,1991
23064,13030,1975
59901,20478,2007
63790,26512,1977
20807,21824,1971
93832,44638,2014
27079,48333,2010
33803,46954,2021
79193,90108,1991
29499,98774,2010
8341,66454,2021
62757,67354,1989
59110,47917,2003
72983,21350,1988
64270,21086,1996
7866,61265,1982
3115,42437,2013
38737,45551,2001
82452,48871,1970
53520,23623,1999
96821,46888,1971
80150,30527,2000
45335,26954,1992
46544,58335,2003
96511,82493,2007
93618,83732,2004
46916,5027,1986
69278,71203,1992
28545,8773,1971
82471,88695,1975
73495,91078,1998
41132,52776,1973
99365,28351,2014
18696,80669,2015
29229,74226,2024
8632,14041,2018
36762,34151,2014
73774,43808,1983
11151,49927,1981
18045,46844,2001
18476,17404,2001
45376,29239,1992
88204,80870,1999
81943,74365,1985
48838,17685,1974
41047,74297,1986
1576,68149,1974
34398,47856,1975
49567,84978,2019
25173,78300,1988
34687,84235,2013
42702,10268,2023
15921,75340,2003
45847,40929,1978
15566,92651,2004
57399,83188,1975
41210,59551,2006
28108,30758,2011
40065,38174,1986
11275,2802,1973
48693,1539,1994
51535,94911,2023
18670,96303,1989
54326,71390,2003
56466,44767,1977
47547,33177,1986
95858,81919,2024
74611,66447,2005
81333,59568,2022
61716,62917,2014
32131,24445,2002
93984,44748,2014
5123,84385,1983
86452,16608,1977
27875,70577,1982
87828,54401,2008
44612,55850,1974
64666,93040,2017
48228,43604,2013
96429,44004,2017
63279,29565,1996
78480,3974,2004
32609,25020,1997
60293,88308,1997
81201,70767,2005
57161,12354,2024
32008,90565,2023
98253,16365,2011
18160,82936,1986
37999,90250,1993
73634,14409,2005
32377,39210,2000
26057,87955,2009
33128,16271,1999
38757,27101,1970
17505,72568,1981
77114,92107,1987
37506,10501,2015
8723,53827,2004
91282,929,1979
2720,66591,2018
57057,76597,2021
90751,57598,1971
79745,26860,1987
88287,81890,1982
56018,41498,2016
56773,19287,1978
66845,24068,1984
40111,89582,2003
24755,75613,1971
6855,43563,1992
54323,32050,2014
20544,70860,1983
66861,56903,1978
6750,62956,1976
21216,13249,1986
6991,24613,1981
41547,54143,2009
88199,72000,1978
37641,26477,2000
47487,39746,1995
55142,48101,2013
80121,2602,2023
27154,73987,1976
86889,17117,1983
47033,86502,1978
23020,8687,2017
67360,55176,2007
11098,17671,2010
30932,82402,2005
29506,32126,1986
97127,70536,1997
11355,41308,2011
17284,45525,1985
55714,11213,1971
54055,48441,1981
74415,63342,1977
89431,90125,1983
27894,98461,1995
56220,83858,2010
27946,33748,1994
10391,28908,2018
1794,36840,2016
55289,39695,1982
23215,86113,1992
11923,46954,1979
81313,7122,2011
80993,21350,2022
34038,67289,2008
45810,72679,2021
1966,63283,1979
33401,80771,1990
7274,91633,2017
41134,75454,2020
78025,72229,2021
76606,85431,2021
14717,3529,1979
39926,14657,2012
5466,17777,2012
30764,15082,1974
44147,67368,1995
15962,18839,2018
30400,50932,2005
55939,47975,1986
87299,54079,1974
91900,35477,2020
42996,87082,1982
89697,64468,2018
48735,13489,2023
82301,28406,1993
28055,92816,1994
23912,33190,2007
24934,50478,2012
7186,82065,2012
51958,4166,1991
19274,43079,2007
48574,37349,1977
38908,33636,1994
36264,29567,1972
49332,48447,2019
91950,94633,2017
52336,74801,1974
9530,22657,1975
7124,96691,1999
20406,18882,1986
28810,52746,2000
27258,35920,2001
9253,89476,1986
28934,59536,2000
56329,84902,1995
8723,23235,1970
18281,82217,2006
859,82059,2008
55226,79067,2001
83129,69612,1974
78190,36593,1973
23198,89433,1972
58917,37993,1972
74877,52829,2012
96601,55517,2009
23350,46565,1978
23198,89992,2005
93044,5519,1978
33586,87028,2016
76844,27579,2022
10647,56395,1988
51983,52287,1994
29989,86401,1977
98316,59925,2011
14451,20812,1999
61478,50752,2004
52510,99574,1987
47184,17342,1985
60866,29901,2019
30535,20918,2023
98848,33062,1994
74606,96210,2024
71412,1041,2017
19740,72052,2015
47067,77261,2003
8341,39752,2005
18696,59737,1975
77362,4071,1971
57500,25204,2016
45615,72308,2011
26353,88205,1973
26294,72378,1986
52868,15289,1988
37413,1416,2005
36856,936,2008
56723,93815,1974
53087,79193,1988
41036,69470,1981
57662,54143,1974
54980,50950,2015
8544,96437,2003
89354,88192,2006
56116,97996,2010
25227,36760,1972
54656,37984,2022
79526,88163,2001
27694,68675,1988
16669,29075,2007
34038,26102,2019
7763,32753,1976
84519,19405,2004
80445,26204,1998
90883,86984,2005
61361,98921,2002
88307,64533,2004
47764,57200,1999
31226,15505,2021
19951,1422,2008
27840,67000,2012
48754,50105,1974
90446,86661,1981
72342,56424,2011
52603,45545,1994
57186,69970,1997
81720,12135,1977
80021,45583,2003
61778,72251,2019
45246,33316,1996
40089,56102,2011
11974,85331,1988
120,66430,2013
36442,68699,1975
58294,42620,2016
7383,22128,2014
53201,40449,2018
99587,87780,1983
67294,14394,2009
59417,55153,2001
83317,43139,2010
40820,63731,1973
86128,35496,1986
5743,19765,1975
34950,49254,1975
53282,37767,1988
73949,77254,1992
94595,70004,2023
2916,51539,2019
35831,83082,1995
8116,65916,2006
8252,57449,1983
94253,31835,2013
20079,95515,2000
82376,1469,2017
57382,80625,1982
74160,57259,1982
69782,39476,1992
68126,79825,2021
22635,41980,1975
49351,29703,1974
23598,80261,1989
31970,7784,2015
81227,60351,2024
58662,95754,1979
50446,22133,1985
37697,70154,2013
62135,68549,2014
99272,70181,1970
76156,25185,2004
41920,90644,1998
67890,75063,1986
22088,77025,2012
92205,7481,2007
21161,57640,1987
43510,77080,1970
94532,71094,1988
20096,39286,1990
14954,94558,1973
99773,16120,2014
39696,55496,1987
85054,50289,1993
47175,80357,2012
4677,1727,1978
52596,80359,2000
21296,47268,1987
75270,8711,2021
2575,1222,2008
28155,91424,2015
72497,1230,1988
66906,55020,2000
10936,18486,1977
98566,49455,2016
49959,19399,2004
58131,56743,1976
24781,4643,2019
33457,80708,2012
31818,5076,2017
48013,69928,2016
69570,26373,1992
19208,82068,2004
54944,89994,2024
83034,38154,2000
10065,54413,2017
61279,50338,1978
38289,78429,1973
10528,24323,2007
17343,90437,2016
15835,46584,2004
69505,59789,1997
48079,99845,1971
48045,31272,1981
84105,67042,2002
38130,78210,2009
36582,13630,1980
18527,8054,2006
48708,57394,1972
77023,62202,2019
95826,51318,1974
72778,42550,1980
71537,21460,1971
9437,4066,2007
586,91866,1997
11355,80362,1997
55600,20197,1995
33058,87129,1996
35213,77271,2022
66786,90810,2012
72341,75130,1975
71417,50418,1986
9436,4473,2018
12799,68289,2002
59866,81164,2019
69014,13723,2010
69100,95110,2019
11293,78219,1979
15376,19478,2006
170,4081,2017
27576,62633,1993
73654,9355,1979
26979,94863,2018
8608,14394,2012
86070,31493,1992
41511,52562,1986
12562,58249,2019
48216,68728,2020
87709,35745,2000
46825,21953,1991
5128,41466,1993
15862,50415,1978
29985,22447,1983
71459,58398,1983
87994,25838,2008
96172,58142,2019
78825,72117,2002
9839,96081,1983
57142,38060,1993
1602,3654,2012
52195,96774,1972
50709,57157,2023
44214,69449,1990
96353,5419,1987
38206,8667,2024
71986,35179,2024
23838,43727,1987
57964,95309,1995
66029,77357,2020
11626,58370,2004
80041,49468,1980
60401,49143,2002
54390,58946,1988
20079,70529,1999
78322,5961,1972
17777,4063,1978
36667,73890,1994
85870,5578,1993
49013,33176,1976
56941,72644,1995
30469,46979,1970
85682,8700,1998
34167,18491,2013
91223,76713,1999
11650,48737,1971
53282,74979,1999
91706,59625,1980
22221,7416,1988
55157,84978,1996
20227,21953,2009
54236,72716,2016
48105,74979,1999
67001,1600,1989
26529,81053,2017
57273,76331,1991
55546,61565,1995
89380,35179,1987
63725,6158,2020
4479,7830,2001
97788,29489,1978
90298,91588,1975
18341,68751,2013
90267,1902,2023
77019,59910,2002
19140,28242,1972
55481,92978,1978
93664,73404,2014
5525,59639,1979
18099,3563,2011
62338,6937,2021
71913,55034,1990
15263,61142,1994
59747,13928,1982
67507,76822,1990
48127,85048,2023
63054,77516,2008
24232,31659,1985
3681,19966,2007
63321,36830,1978
80894,77793,2009
12892,41342,1980
36061,57178,1977
95462,80319,2018
19379,10259,1972
87467,89497,1983
23805,70234,2003
20046,46496,2018
29469,55060,1991
42493,60860,1979
51342,51256,1986
24898,77676,2019
43347,50089,1976
52027,3934,1976
98404,9446,1976
84583,26595,1996
14488,72257,2024
3808,15936,2019
3383,60944,1993
71544,26724,1990
19061,18115,1992
81201,15618,2003
64313,7838,2010
57142,11930,1991
23238,99551,2019
22357,87954,1978
87246,80923,1989
5150,34940,2005
93528,22255,2007
65665,72852,2007
53460,17316,2023
80993,60351,2011
18272,33759,2017
30435,9318,1973
94098,81580,2009
95516,53199,1990
39940,33467,2024
11554,85082,1991
19800,20112,1988
33940,31572,2022
17376,96968,1983
68166,89692,2004
62626,75249,2000
21240,52209,1993
89553,80087,1980
69924,41561,1984
58690,75335,1986
11935,27418,1997
12386,26194,2010
51684,93048,1977
95148,45525,2016
91227,13518,2018
5972,44853,1977
50951,17851,2006
934,33945,2003
49567,88607,1976
39940,20634,1997
17343,50710,1983
79471,40002,2002
43103,14700,1974
5513,77368,2004
48679,3048,2019
15617,19707,1997
25504,64193,2006
62999,20516,1981
67350,12301,2024
60669,3325,1987
95681,57560,2017
25675,43766,1992
42642,35693,1999
6991,42245,2004
16898,40227,1972
74168,36547,1970
639,57763,1999
90653,57683,1973
64376,2602,1975
72747,31902,2014
49602,93123,2011
90013,82496,1980
24691,29901,1988
91331,36993,1988
23912,2736,2001
29586,87975,2015
73424,57868,1970
9756,72697,1974
77029,49025,1991
12425,85741,2005
25447,51894,1972
2150,23296,2000
90480,28744,2011
82957,19668,2002
8252,53817,1983
68957,15052,1984
80150,10708,1973
80223,10454,2003
38687,94077,1999
51213,55007,1982
70050,33233,2014
45632,84512,1970
93618,13882,2007
21247,86083,1977
58687,93815,2010
80948,18898,2020
40753,19082,1970
14271,47146,1979
61522,26318,1980
11045,39750,2007
12378,14425,1994
21491,97432,2009
99485,75756,1986
96965,83153,1974
54558,64770,2003
20836,34895,2013
27284,4300,1975
40318,68702,1990
38767,37390,2018
86729,6453,2011
33931,41556,1999
45058,57598,1970
59417,85050,2003
75934,96781,2017
77927,6170,1971
19541,19713,1981
67142,17787,1982
77114,89668,2018
33466,67087,1970
13444,57903,1979
99550,7067,1978
88659,55148,1992
88760,55971,2023
28717,67321,1998
26271,6342,2013
14935,21708,1971
31596,75768,1997
32248,33813,2005
34574,27734,1981
75070,17586,1979
21234,68675,2002
16162,67071,1992
38296,49090,1980
51909,75130,1978
14057,35945,1981
85120,21460,2008
72811,32295,1980
70126,88190,1995
1911,69835,1980
45696,64929,2000
63100,70635,1984
2191,97365,2023
76256,86796,1975
56115,19107,1990
58864,80935,2014
97251,88047,2015
16025,79953,1980
8467,91041,1995
25371,26815,1990
34584,63669,2017
88972,26963,1983
32836,89356,1978
1040,8521,1980
37578,27116,2009
52563,24703,2006
99272,5355,1994
48017,28650,1986
64376,55201,1974
89999,8484,1986
69304,21714,1984
32148,72129,2009
2503,91060,1999
42051,3544,2018
14801,11527,2021
69895,89806,1999
61138,74091,2001
41451,95423,2005
83025,13837,2015
54509,4022,2014
46544,48105,1984
18549,8110,1978
52157,80811,1999
3968,91625,1971
76957,41997,1987
86897,40,1985
34862,98641,1973
957,24871,2016
13927,57640,2001
64594,81286,2009
32077,58633,1995
24797,54111,2004
42499,59141,1979
61089,56239,1978
26389,45462,1988
49141,49788,2012
62807,41084,1999
34773,69108,1992
88896,89118,2005
45151,3273,1973
11603,77137,2013
10647,45844,1983
4251,29354,1992
99904,18683,2019
16300,43808,1981
94071,48349,1986
72789,81077,2022
74075,23184,2022
23854,73581,1996
41026,23979,1981
98775,57712,2018
5384,33813,1992
18476,13528,1999
21412,21493,1977
99828,22583,1984
4677,3603,1975
28890,36695,1994
83161,19483,2009
87957,18790,1994
33100,67206,2011
16685,98461,1984
89996,32106,1975
40319,84791,1995
88693,21970,1982
77245,10468,1972
26057,36578,1999
73079,94342,1981
25647,49666,1973
13845,18844,2024
44494,5062,1975
87115,25244,1972
96367,43645,2007
87435,13683,2015
73634,9931,2018
34112,42444,2001
59603,77540,1978
46165,22484,1993
58002,8073,2011
57755,6937,1978
4378,35179,2009
55289,72852,1991
39064,68280,2017
47759,21611,1994
47646,89439,1994
43243,17316,1992
56190,18999,1978
17288,54152,1989
79506,19179,1979
34571,54129,2006
69363,29396,2018
38595,60192,1990
31975,6503,2020
87079,79014,1979
26634,65337,2000
80702,16708,2005
34098,5419,1991
64018,25134,2020
61734,24718,1980
77295,67383,1977
66917,75890,1991
33215,12112,2001
73079,87519,2008
80014,47960,2017
84912,19860,2024
67596,89731,2013
83659,48580,2019
75659,37313,1989
69177,71965,2023
66029,93022,1975
60034,90029,1975
23708,43597,1976
5944,78465,2018
54782,12969,1995
85158,57345,1976
96634,38055,1976
66190,64560,2000
61307,96330,2020
48735,11439,1987
38067,51144,1993
34784,46220,1986
29953,69896,1987
76017,91395,2015
86485,64888,1979
53319,72554,1988
22623,70154,2019
65622,74639,2014
87791,27701,2016
71398,41315,2019
76389,53451,1988
17153,54164,2021
41388,2551,1987
31360,96960,1989
17812,59712,1998
69490,87227,2003
90755,36717,2002
42261,54506,1973
71586,66875,2004
10915,14816,2001
86265,91768,1973
21185,94968,1996
80500,29521,2018
25914,25331,1987
41366,37054,1988
66505,37851,2014
76069,77357,1994
1625,3590,2008
5466,17597,1975
7981,27734,1992
45059,67965,2008
71069,26849,1999
12686,77632,2007
40688,63690,1985
16141,85713,1985
83743,48076,1982
33128,21722,2022
58328,59965,2000
4677,51440,2009
1120,11520,1980
86744,70705,1977
35082,84385,2004
80451,30980,1972
3471,37901,1976
49149,96355,2014
31031,50849,1999
38788,45349,2004
88443,46717,2001
10260,14015,2018
19411,12841,1980
72681,54904,1994
8284,6650,1978
71440,11503,2015
48013,85983,1986
55721,33829,1974
97788,66480,1973
62943,87310,1985
5944,2842,1994
57316,49691,1980
88738,64078,1995
27082,4827,1982
37019,36544,1979
1234,16507,2011
29644,66552,2000
69813,8916,1972
11648,43216,2009
9062,46622,1981
76156,56395,2019
5431,11997,2017
89362,57898,2001
26284,15420,1987
86172,93069,2010
63818,50837,1990
95509,72057,1981
24538,10045,2007
66161,17400,1972
46913,73660,2006
16193,79045,2006
42988,98118,1985
54195,86057,2019
3460,49709,1996
13260,17685,2019
53880,11634,1981
99781,66907,2018
33586,80705,1972
32081,1836,2000
97304,45494,1978
76350,80082,2019
12780,21395,2009
38221,86509,1993
27750,13223,2007
20822,89754,1988
10391,45735,1980
34214,52296,1973
6345,939,1987
82242,88288,2023
68358,97125,1981
65750,99166,2004
15862,49047,1975
15820,98077,1986
