CompanyCode,FiscalYear,DocumentNo
73826,1987,3261706309
93271,2008,4764785192
20323,1972,9200111894
25656,1984,2734369682
82494,1993,8905220558
87298,2022,1778408995
99816,2019,0221501343
86529,1996,7911574151
64770,1981,7035903269
90029,1991,9699413711
67462,2007,8222467231
91768,1981,0435696867
55202,1980,3716617237
72561,2007,3486804082
12242,1993,4384030069
9067,2024,8763919653
2520,1973,1234986374
40486,2008,0961694730
80861,2007,0624869226
42530,2000,4313976211
4899,1987,0343580777
48149,1974,6658943151
61473,1972,0673277380
32295,2008,0169651577
28847,1989,1473619701
91793,2003,8252569687
72482,1979,2193896121
55564,2020,0399170702
20510,2017,5889119900
18572,2012,5877520668
92157,2024,7545244823
81675,2003,4435356516
68715,1972,4072122949
89086,1978,6723500702
95932,2008,0846431079
29330,1984,4986820383
71370,1991,6716733647
47203,2009,4010910667
98507,1988,6986325336
55017,1992,9300627682
27898,2003,4349107394
68675,2007,0471989221
39289,2017,4104032813
83556,1977,0800845679
63138,1979,0230211491
63527,1988,2841864752
51477,2023,9442484710
10487,2015,3765914951
84024,1975,8071495422
38767,1970,2754119226
63685,1979,9938105514
9634,1985,3309542426
22329,1981,5925873753
31659,1970,7118171819
20437,1971,7807975713
77213,2004,1068572440
13691,2023,1059487360
56946,1981,6082832870
29803,1978,7558858905
48347,1992,7104420191
32589,1990,2278178724
8871,2004,8396866269
29392,1976,4055590676
75851,2009,4558936141
68423,1995,7914279218
62202,1984,6909272508
12552,1981,1476714566
32224,1995,8914706065
60797,1986,6583068875
91212,1999,2572260114
22386,2002,1892662831
3255,2022,5761266855
50235,1981,9484346435
72378,2023,5621097733
97120,2023,8699229047
4254,1984,1524019195
77722,1977,1575471078
90729,2019,8124148631
19270,2001,7367709865
86776,2021,2993724333
57638,2017,0662385067
5944,1999,4522456058
37264,1980,5579392057
79298,2015,5062058510
82040,1973,3791877797
15950,1973,6517936151
44394,1999,9926102563
81787,1985,2151695456
55686,2013,3235738479
26815,2005,0862779367
56179,1974,5578030133
32861,2011,1968959800
97244,1994,8993186892
19175,1993,6346489852
33845,2020,0407780423
47223,1983,1145222226
1190,2011,5734919077
522,1996,5799436387
71238,1993,9338505529
51792,1980,6812547749
65829,1992,4867314213
25919,2015,6360056559
19564,2020,5211076104
37360,1999,2313723898
20816,2016,7100230910
36816,2009,3905675388
36993,1997,2901632747
79745,2021,2634222931
78900,2022,1307998844
16473,1972,4991539167
36657,2023,3979370639
96751,2007,3288226411
4033,2011,2373212814
42778,1976,8601648014
67870,2015,5647380062
50534,1987,5253922370
15712,2010,8437984526
81521,1986,4233717501
12540,2012,3088135055
51803,2018,6767286620
14022,1984,7103576181
64352,2013,4046341486
69623,1984,4466182488
31546,1977,2966987160
86996,2017,5825270052
79160,2005,2191452683
51842,2013,1244875678
33275,1985,8719245453
61555,2014,9057829069
96870,1982,7483583504
57455,2008,7399173957
3986,1998,9281095884
47979,1995,9013572149
96140,1982,9989247751
27554,2011,4081999288
92409,2018,1588123652
98967,1997,0095471354
31307,1989,5656514586
75067,1998,1257895397
37170,2022,2436078094
85331,2000,5850973802
75063,1981,3344793686
92377,2003,9438863308
1357,2018,8425347060
51199,1972,4437358409
25204,1995,2106311188
75304,1987,1028009673
82917,1990,9040920633
1301,1987,5439000859
55646,2004,5891709655
92671,1993,0984236395
215,2012,3437658367
38949,1974,5112161203
62045,1983,0836536337
29514,1976,5277616035
91069,1974,3541205693
51144,1971,5527524901
45494,2008,0241316126
4033,1998,2565160872
37485,1982,8275714605
97062,1979,1791830477
11117,1985,3006672166
57898,2001,9793554256
49895,2004,3996099922
64625,2003,8723999709
60931,1978,4938626091
34911,1971,0000807561
96258,1994,0863811406
3196,1972,1069094465
60072,1997,9340393664
86022,2007,5304319545
5846,2006,2320663451
99810,2005,8773956105
49464,1987,7041228174
59351,2002,0288618601
47081,1986,1271863578
96509,2018,0475291397
4022,2013,9788904424
36840,2005,9055748853
94633,2009,0811629896
2605,2004,3826674265
13223,2003,5997493015
80270,2008,9569428866
94960,2021,7451707344
46079,1977,5618964406
38902,2024,8438917024
94226,2013,2240983960
75174,2014,5021488808
57712,1992,9542663879
31928,2015,9092354850
97474,2023,1111257462
47260,1985,5820006384
64923,2002,3816020960
31222,2012,1320397334
55028,2016,5516508697
6797,1979,2616826027
632,1994,0294753906
95966,2009,3225786073
98335,1972,1053015025
52646,1972,8672137328
26902,1986,7620840950
70767,2016,9066142053
70978,2012,6149931094
80425,2003,9123552855
88871,2023,7498398024
97425,2013,8162647190
36544,1980,5260205073
62344,1984,9803307353
82109,1977,0845786468
63300,2024,1271787920
99380,1984,3195087767
66733,2021,4508468384
76399,2019,7467251899
36681,2024,7290158487
99730,1992,9845328322
91212,2002,7100665735
30346,2018,9291603159
54765,1977,4696233484
75335,1995,7087556270
4011,2002,4192920271
83032,2019,1791415474
73192,2023,5880331152
6387,2007,5640371815
45881,2021,3221721743
33807,1988,7663400705
84039,2016,6176515676
93829,1987,3221637776
47137,1986,5869999428
75427,1999,9922347948
6007,1994,8002333603
1416,2019,9131568381
45425,2001,0483228432
7368,1994,3624489984
22012,2001,0676165490
73114,1995,7917417980
72443,2014,2758410858
35969,2000,0711833128
7274,1985,9285192319
75687,2015,7378865689
95954,2000,8065174135
87237,1984,5925856158
1492,1988,1455329066
79563,1970,7783954402
81833,1970,7270685041
85883,1995,0197448698
70906,1984,7248559997
1105,2021,3681693227
18299,1972,5364388610
44987,2009,1195849931
126,2007,2745666655
19869,2007,1288411672
8,1975,9970503668
65656,2010,6161898163
79013,1984,9605781935
22057,2022,4383485182
49840,2006,5657823449
47772,1988,3265039707
90017,1973,7916600574
51668,2001,8143105051
13452,1981,3104989035
77807,1971,4256428800
66767,2007,2038343663
8759,2024,4652968778
30524,2010,0645450210
70245,2019,0622760890
4011,1997,5336922810
63602,2002,3806534969
62557,2007,9950186304
89162,2021,5264664552
3961,1970,6609277376
72716,2006,3528982265
16043,1985,8729153869
81944,1984,2550256261
67661,2008,0955576432
61219,2021,4876590800
7131,1978,3308128153
19052,2001,8760998520
88597,1993,2776475882
20693,2022,1944447061
43904,1972,6386625318
46267,2000,4185141903
53802,1986,0661379770
14625,1980,8984692989
82065,1973,4880922637
18491,1991,7110058822
92904,2021,4511740647
46092,1972,7348006851
42517,1978,3098794853
58621,1979,2911908813
66362,2010,3822006320
93165,1982,8773377152
83593,2007,8894627942
73259,1971,0976674097
62845,2004,6217357168
74076,1985,8079310383
46079,2015,9390983356
71058,2010,8596580835
70350,2023,2670744833
17784,1975,8053563153
82868,1971,3109086931
32727,1982,2825883181
43627,2009,7636193681
9876,2004,2275964882
56355,1981,1685658980
99620,2007,0994366812
92652,2008,3419749065
13208,2024,4239035272
78906,2012,4512301493
2605,1999,4573975984
26518,2022,5937918421
99009,1983,9196548994
23463,2018,4725607051
96509,2006,2188830318
84324,2009,3704231381
27878,2013,5665441566
99747,1982,9600702527
1832,1987,6681762053
8706,2024,5173285624
1809,2007,3008581776
85620,1986,5323111057
29584,2020,4051260137
27830,1996,3112490844
30629,1977,3993526040
24094,1986,7462314245
87973,2012,3884397731
63395,1991,0717868613
89730,1998,3519948619
71293,2009,6309833306
7816,2020,6142408797
34385,1992,9082714843
90628,2006,1958850286
76243,1976,0864093719
74226,1994,8751833930
68705,1983,8082220289
97373,2016,4138348898
23448,1996,3371969902
98986,2008,9928671294
2851,2004,2748526832
41007,1987,7799772732
99365,2001,7642443605
40442,2016,0391650859
36276,1989,9231641041
45762,1983,3275602466
6864,2007,0740716297
36991,2008,0071199477
54677,1997,3734779282
70985,2011,1326021284
68008,1984,6171445969
79061,2019,3786471791
56946,1993,6042130628
73874,1996,3746480211
40907,1980,3184178857
61573,2013,0715435679
54051,1977,2508001465
9974,2006,9667773762
52360,2011,8877172089
45497,1974,6391369692
58118,2016,3895869855
86092,1980,6457453336
32469,1983,5976849525
72793,2010,8595441928
40624,2012,2823106311
13978,2020,3415500010
86364,1994,2760805466
4503,2004,6656703593
48244,1973,8677498626
85651,1992,5692803897
80390,1984,9148422351
55657,1981,7355338812
70578,2015,3201775027
41786,1972,5987886097
67482,1994,6621432668
95575,2020,6005418779
51593,1989,0601380714
46589,1999,0086309134
52672,1981,2935744636
6789,2001,1475307786
39152,1994,0177526830
88416,1985,2783903803
28141,1983,3115623155
53159,2023,0999836195
52581,1981,0580770922
94770,2014,0211135176
99248,1998,4040494038
58366,2019,5448104337
72442,1993,6153004786
48992,1991,2665222936
19208,2012,1108500462
45287,2002,8816651263
38769,1987,3495556780
43756,1997,6486182088
15166,1970,8556356127
56177,1989,7728355405
25134,1999,6035871666
37943,2021,4137041158
62575,1990,0066244800
48539,2016,9955071225
16791,2021,6411968353
38045,1970,7086213257
61005,1970,9186030990
41763,2022,5908534415
27131,2013,8832527073
56725,2016,7556420395
81267,2010,6691034876
57344,2022,6683700431
46805,2007,4292454732
34895,2005,1697170626
10909,2011,8762845108
13382,2022,7377187736
12218,1983,1119264265
83564,1998,0962614043
93290,1997,6489245037
18810,2009,0915592156
65021,2012,8383133499
32406,2001,3942108848
45885,1985,0399644125
25753,1999,3805474502
67492,2010,5755294283
87741,2015,3317773251
16646,2013,6052125668
62760,2002,0770800550
8641,2008,6471260622
85620,2009,7950542839
38477,1977,0899357439
84770,1971,1945739197
57421,2002,0384487539
63527,1981,5658837389
2523,1979,6357824154
30545,2016,0115566858
29496,1984,1893569656
41684,1997,9553095443
63168,2002,9494190256
35312,2005,7809720054
69455,2024,5792624336
48600,2018,6770936203
80371,2020,7830126928
54952,2018,3336103531
44969,1977,9528803530
92076,1997,9237421134
28219,1991,8346692612
86452,1973,0166180364
98825,2009,6112454078
22493,1987,8576823004
53801,1975,6258248769
65312,2023,2056023096
15494,2023,5643304380
37965,2009,0389639909
19841,1997,8133875698
1709,1982,6043651192
57905,2018,3463649609
80736,2011,7400527402
72716,1990,6330009336
43060,1996,3018593511
72000,2002,0920946859
12017,2004,3282598873
24753,1974,8131581731
41956,1978,1431430526
10087,1976,6399176630
17404,2004,9315025707
10909,1996,8001212552
56075,1975,6300673922
40979,2012,6093843079
14015,2007,9583357371
44680,1975,7936017193
15897,2022,3840880384
34531,1974,6066380518
1665,2019,0183018868
16931,1995,3896459123
4651,2020,2870215544
86179,1971,1869601985
78782,1972,8262315015
48605,2016,8143842656
77128,2022,2619520914
3024,2001,7898526824
70127,1980,1260273829
38373,1981,1502653750
3303,1996,8325417677
89545,2020,5895245255
5591,2021,2369670529
17945,1986,7546866621
74125,1974,2463620920
9278,2012,7922113607
46805,2011,8060508443
38609,2021,3940180429
49627,1998,8073024382
99203,2020,8718722389
57260,1971,7372021033
12541,1978,6938487666
98570,2000,1170918644
64939,2015,9700378823
57856,2022,4637007401
77128,2006,5503756683
85596,2016,6757696552
75427,2021,6842870084
1257,1994,3728164215
87661,1994,5578951660
44311,1999,3331515990
997,1976,6539772860
62729,1998,3242107085
32301,1972,5136848275
56065,2006,1900398086
81726,1992,7376069337
25838,2019,2701637081
61485,1991,0219695115
7131,1997,9595606583
17183,1998,4373927403
63315,1994,9771901560
85206,2022,4939463997
16783,1991,3363335228
23798,2019,2425707451
29549,1977,1216748583
2085,2018,4634724826
59451,1986,0354398765
50172,2010,0138894250
73030,1992,1657011966
77990,2011,3540403538
50140,2023,7230759187
59627,1986,4611046981
49465,2003,1841701290
7416,1996,1171545790
94558,1991,8796882552
57449,1988,0877735781
21872,1979,3377284597
91413,2005,9301266945
21236,1987,8937984198
76292,2020,2601562247
39291,1986,4884162773
90305,1975,4217424648
36821,2010,9619903188
9768,2022,3899561016
14433,1984,2607840459
4090,2020,3024336858
88587,2017,0914474195
98921,1970,6989647812
18908,1976,9539553860
87682,1981,5834003818
28732,1995,8513197997
13058,1974,5763740530
396,2005,9019684625
80587,1979,3416156952
74071,1984,7619140033
96360,1989,8357448095
64214,2014,0321175095
2394,1973,6908754445
61517,2008,1452428344
98663,1973,9773377476
22809,1990,5349118333
86348,1971,7183989325
95156,2002,7906948484
84576,2009,0537295771
87251,2014,8037067725
33914,1973,1481823287
77265,1991,6677794740
74212,2013,6540005337
48708,2004,9686684686
68214,1981,4840816090
88288,2010,7830853574
11032,1987,9819887810
72634,1970,8225749804
2303,2016,2272140187
16271,1979,4083003754
58857,1983,6296473691
15106,1994,5219571894
93651,1978,5222760904
1397,2010,0197663863
96933,2001,7350384026
64357,2001,9624787545
68797,1979,2069341114
85103,1983,1462402502
12759,1994,6074647578
68728,2007,6755905091
5705,2010,5567964846
89237,2004,7205101235
52110,1998,5418879728
30013,2016,7918716740
94276,1989,7311097367
50998,2005,6505501072
27415,1999,4255031350
8272,1986,6139643844
37346,1988,1148455067
91206,2020,0385586964
85858,1986,0230962769
93111,2007,2124736416
38315,2020,5295230553
90108,2010,3186611466
42665,1979,2332757992
91956,1983,7089063564
17343,2002,2891216998
6074,2018,3476162004
11997,2006,7511617263
24541,1990,7298208516
72308,1980,2710707466
21384,1988,5044440146
71464,1995,5030821200
60818,2013,3773846042
25884,2021,5370101262
31605,2001,4872913022
6170,2022,5628370212
52651,2022,8648689491
31743,2023,1582472992
72367,2008,6988805418
96297,1976,6021904202
87298,1985,2064088770
57864,1992,3366665711
1825,1999,9265581352
60780,2017,7642947892
20,1977,1528849169
52856,1979,0316993359
97589,2010,7001773677
23300,2017,1566922723
95625,2006,1248132521
30478,2018,4005555755
79323,1998,2679505857
6764,1987,4404962690
73965,1998,5867336348
46144,2015,6208243328
42519,2023,6228308022
38709,1998,9531772792
78201,2021,7860475906
27668,1983,8540252286
55128,2000,5715654897
35124,1970,9428785706
55447,1994,2124458248
78451,1978,1687039637
7730,1988,9894968682
5683,1985,1252062566
99094,1984,0299772786
71942,2003,8447362864
92738,2002,7442277079
44807,2008,3968529458
44264,2007,4698688912
49582,1992,6529582075
29584,2011,5505973164
42455,2021,9965672558
71809,1994,3036187996
89730,1984,0781716993
58117,1987,3488374403
51762,2021,6514232858
98630,2002,8769049403
39407,1999,5201529800
30384,1999,7677087395
50524,2001,6634378547
33759,2011,4997950197
30522,1987,7421088695
22578,1993,0875923966
83187,1981,6093493914
57719,2010,3257660745
23790,1993,0490604387
36529,2010,6140371805
90213,1988,8376763517
52869,1997,9478343866
25331,1994,8040257938
29069,2004,2055304047
1779,1991,6647360798
67368,2005,5479199585
40486,1997,1671659398
38577,1981,2143503288
81578,1989,7610704620
48462,2012,9329305925
72554,2005,7294138033
55447,1974,9473830697
17751,2019,9899367740
74457,2009,8171042324
45707,2003,3023663102
33081,1975,4253016991
36944,2013,6944806568
46584,2016,0107622812
27544,2018,3088763717
26308,1997,6645887077
95443,1991,6199505868
36481,1997,7117531847
58208,1999,4847687514
94946,2012,0271838637
31119,1977,0022663036
92409,1997,6256797869
87955,2023,4458264385
98390,2020,3997119662
21026,2019,5407044403
36796,2024,3878399488
49027,2023,8988544951
82678,1991,3675332953
632,1993,1271785089
3261,1991,4397778411
93505,2011,8708873535
4077,1971,6890342698
33372,2002,4952207675
82387,1999,7030387130
998,1986,1800861254
2755,1973,2227803222
55838,1986,2154490896
2739,1971,5712369729
70112,1983,4620147495
50232,2020,8227902435
31905,2016,8273459098
69986,1975,8705394269
97882,2021,9161081750
66430,2022,5749881003
71243,1988,3677506845
83145,2022,2449856190
69304,2018,2944476336
11216,1998,6572897339
85356,1976,9431358825
13978,1975,2951246263
89924,2015,6643636980
94628,2012,9448884373
41084,1992,6737424495
69242,1987,0955250761
81764,2023,7102053546
52377,1993,2652475946
20288,1970,7091976506
34614,2004,6890324627
89217,2009,5883893606
81427,2006,4381455627
49927,1989,6309354802
30621,2014,7260442425
46907,1993,6889681299
66781,1983,6154047738
78286,1997,9737988549
39559,1981,9295126945
48748,2013,6127611867
62866,2008,3375882062
17571,1972,0251840172
30657,2009,5403116673
718,2014,1301086950
86778,1971,2304986813
64809,2010,4339332084
76411,1981,2568917157
24424,2010,4499093521
69781,1971,5310259335
40889,2014,3036251597
64135,1994,3990145575
84832,2011,3367974885
55369,2005,0105033342
89329,2009,7628484086
97003,1982,7946063735
41956,2003,6343202411
4083,1997,3793030294
38176,2009,6595454763
97867,1991,3341006611
86460,1975,3876295952
57712,2023,6826169161
47703,2019,7844435870
74,1990,9120896769
84955,1981,6539863541
99101,1985,8175167458
85814,2018,3311813171
37693,2020,6024395173
97373,1971,0411227761
95165,1983,8266072031
196,1982,9894799241
43799,2000,6043798624
70143,1984,8349151079
22743,2015,3963111609
91772,1984,8924432995
68136,2007,5500835005
37671,1971,4539404729
73558,1986,9451158411
88368,2008,7155578013
69609,2015,9155217508
2936,2016,9444662192
1160,1996,0427060977
71296,1985,1620031469
88794,1994,0375113524
92834,1998,6441225600
57683,1978,6578612965
56696,2005,6027542148
49536,1972,4585767629
36296,1978,2234202739
74110,1989,9953723595
55091,2006,6309571766
46039,2014,2482573768
91298,2014,4406335807
30728,2012,7521873551
80849,1971,7099758785
39269,1980,8163533044
40963,2017,6802419555
32106,2017,4419653495
304,1985,0334849251
88966,1994,2747639282
67713,1987,9102615687
22493,2006,2756496865
15898,2022,7578671558
86052,1989,6654771029
59202,2014,6473912840
9665,1979,0810379382
73560,1980,8803448380
