CustomerNo,SalesOrg,DistributionCh,Division
22029,6723,9453,4678
25508,6990,2402,6983
48141,5239,1977,1979
90246,266,1117,1126
67098,150,47,5537
11479,6915,1047,1820
56808,3858,5183,5797
6549,1143,2588,9386
17233,5550,8390,1118
21130,1899,3011,2067
99541,7317,9498,7823
17933,5969,7283,8444
91609,7940,109,8772
41639,4094,2509,2028
49,9023,442,7818
96486,6344,6532,2171
62522,740,512,1078
25657,9789,1512,679
25360,664,4982,9430
55096,4799,1172,6258
39133,9352,3817,9841
17860,7399,4376,475
11113,1024,1461,6218
30814,9674,5612,187
77007,151,8088,3309
38217,7999,6063,8223
40233,2178,1561,947
38036,3777,2898,1262
82100,8156,6715,7419
50781,4087,2478,2528
13222,76,2916,8736
91555,1672,2641,5290
97675,313,1837,3675
99918,6406,4082,9977
43345,1657,3410,7809
57310,1812,9199,7819
28576,7909,2919,3058
80206,5754,9033,2799
42481,6271,2398,3473
99573,4491,9349,9602
62224,3567,8678,4407
91937,9286,9128,6141
58693,4542,924,6965
63289,8623,5420,9998
34443,3840,9248,3890
51002,9736,2415,980
65709,7077,3782,6782
45495,3929,2940,1167
8824,1145,8939,7958
87606,4494,9683,2153
35846,7113,8391,4143
59556,1166,1214,8158
87880,5981,2269,1020
47961,7434,3917,9221
24302,2011,4365,1847
7981,100,3439,2636
14535,2899,4530,5485
23345,673,1584,269
56946,6715,9425,9945
18155,5091,3901,6200
44027,4401,9379,272
8632,226,3893,6831
37797,4283,8796,2959
6205,9484,661,5536
86277,7321,2186,9206
45227,1223,2135,9577
43216,7980,8511,2878
17621,7062,3824,7682
20401,2489,9088,441
24880,1299,9265,8197
47815,9715,9229,4981
79076,3509,3458,7248
74478,1725,3681,3589
65392,8551,3275,5909
15621,2898,559,288
96962,2882,7194,2022
78026,2638,5107,8950
48747,9342,7717,2528
31022,7494,3306,6577
55419,2899,3552,3139
8430,819,9295,891
76723,8138,3908,987
73188,2342,4682,9707
93335,9443,4778,2989
64520,5069,9652,5936
24492,9741,5845,5638
21057,8426,232,2191
97560,717,1201,7177
64015,3256,110,2343
93024,9899,2274,4413
15240,8473,3412,2351
52885,7963,5405,1511
61996,2085,3563,4161
36350,1466,3029,2659
22524,6010,6350,3101
25296,7682,7889,4784
68435,3467,3350,3180
3198,1323,8339,8909
23581,2651,3474,6776
77781,9259,3525,712
13916,4586,2225,1436
14631,9706,6625,6587
22097,2549,6421,8786
47691,6803,8145,5989
52407,4804,1807,570
93650,1191,7534,6562
34939,603,1931,2486
29988,6656,7352,4002
69276,1771,9062,1609
95002,7511,8854,1702
7085,8976,1893,948
30919,3457,6615,9586
93269,975,2294,7839
7457,1615,1040,3064
49009,2442,4407,833
61750,882,4392,1544
82443,6420,2558,1680
23711,3025,2150,6355
55614,5784,3264,9849
78494,5000,5671,2452
45087,8427,8541,2572
67018,2178,7491,3005
32559,7251,6084,3401
11932,2951,8688,2473
52307,5928,4924,4748
84989,6220,404,1377
84186,5701,7430,1450
2200,2144,447,1409
17909,2333,7138,2023
18043,1120,2099,1918
25639,2152,3063,5515
63197,2409,1004,9633
65289,1500,6244,6304
69885,8322,9792,5684
97056,1568,681,7022
43804,4473,5734,9447
79319,9846,9349,2032
16919,2883,2122,6670
65738,3621,4968,214
51730,4939,26,6388
15309,5901,4921,4536
45571,2768,3110,8600
10776,5941,5519,9213
28629,266,915,2404
21827,1744,2088,5371
53959,3471,9521,7745
62129,1464,1287,7748
18806,9387,4747,7382
66206,4831,1537,3018
39501,1729,998,5914
46148,9133,307,5703
24924,4408,7954,4521
86678,5053,6734,5498
10748,695,3672,3927
34699,8809,4330,5328
70064,8567,7202,2692
70791,2893,8681,4934
48485,8791,812,3692
65989,8696,1393,7750
48242,906,4877,971
80515,5138,4125,7190
21979,765,9566,2814
86958,3007,4863,1703
22282,6919,7871,4848
20287,8936,6232,6505
46170,3989,1051,1803
49582,9049,146,7091
63922,1014,2648,2484
60765,3481,2162,2915
43463,5603,3014,3785
30767,2045,1399,7658
1137,3290,8374,3902
2392,5845,4820,3842
55254,9449,4292,5479
66730,7915,6456,1819
60727,1893,4843,5450
17041,6147,9420,3189
60426,1902,9310,1445
39505,4190,5779,904
72909,7644,4146,3033
56035,6457,2961,6598
14218,3402,9102,7513
15045,1061,6314,5225
79501,705,7743,8918
89574,1611,1344,8890
24541,6635,3379,3820
4967,9558,5792,3511
81534,3387,7973,8348
75851,3456,2004,6436
5338,1781,6630,2796
29005,5132,9983,9513
12267,8410,3973,3057
77038,8643,7530,692
74079,8933,7585,3163
22497,9247,7169,7879
46668,2519,3196,5657
43423,930,6168,5160
64609,4948,2677,3004
15487,6158,4296,8972
29358,717,9380,8190
49684,6785,9879,5336
82958,3951,9610,440
35054,1688,2689,9487
6406,9772,4275,628
52153,6072,9649,8053
69958,4811,6143,1634
23322,3848,7119,7038
79403,3406,6502,1106
96917,393,6435,7909
4831,5942,5343,7348
98217,5884,6068,5294
10876,8138,3633,532
2039,1214,8314,8718
71683,7848,4813,3786
9541,1833,9396,3128
90341,5253,3724,821
25678,2719,1093,4520
74227,3530,971,6135
79564,1626,6479,9928
31094,8949,4789,8483
55204,4276,3924,7498
95289,2353,160,1614
5966,7775,8015,2418
22342,1421,5621,914
5972,9274,8462,6068
79734,5774,2136,9076
48408,8711,6361,4379
93653,6384,4740,8540
81014,1488,1469,5794
30346,5878,5603,2769
25815,4771,2331,7867
6736,7903,788,3224
53135,9524,7891,7556
42081,6482,7047,8416
8342,3051,8353,8793
69703,5172,6355,2035
43470,7132,1783,7869
53960,976,3306,795
3718,403,8679,2881
12723,6365,9677,4627
55877,5334,5280,7156
93242,7101,195,9504
78938,7458,5767,4402
53140,3020,7470,1803
96900,9082,8628,8067
36947,255,8606,7846
5873,6225,906,2303
68664,8765,8625,8033
15506,2827,5841,9861
11378,1660,2987,8512
71914,4449,9913,2634
86917,2340,7918,4029
40724,9013,2468,331
65801,4213,8520,2542
19555,8897,2791,81
51902,7928,5975,8897
76619,4179,1264,2592
63324,9149,1593,7321
54814,6987,4761,7222
32648,1778,6391,2641
8391,1445,3133,4993
84869,5814,7752,8851
99624,1019,7648,622
58468,7964,956,9182
54496,8992,8645,6390
89704,3848,4659,9525
33032,6036,3294,9728
21154,4582,9106,9832
35942,8016,9613,4860
58368,2531,4357,4669
53562,2547,1015,5586
93496,4618,3948,3003
61728,4215,9071,821
24223,1870,5047,5400
68568,3079,5764,8813
86462,6881,1751,8466
40245,8018,6037,9561
88641,3918,9121,2397
6965,5185,6170,3836
73103,6405,8919,2556
80410,1370,440,8229
77053,6351,6836,7793
41019,942,9954,1569
81609,262,1866,5649
41206,9165,2191,1165
73778,9356,8630,7043
57076,6795,6640,6859
51659,1814,613,5267
24765,6876,9796,2580
24745,792,6376,2737
16204,9790,3272,323
90720,6345,6078,7135
7691,1532,2756,2430
4759,6672,5956,4418
50905,4990,7541,2722
95088,6992,976,5048
64177,6167,1102,85
92200,8931,6083,1443
58312,6017,4695,1334
81930,1619,7786,5412
37068,4490,7242,7848
64720,4590,7511,8305
42298,9411,8103,5319
14223,8721,602,2786
82562,4639,8829,4649
92138,9813,946,5305
71515,1932,8737,3143
13092,913,3574,7093
12978,1345,1267,4438
84603,6673,6159,5667
6931,6666,6736,424
9000,7422,3582,9700
38207,2149,3918,5786
52427,7083,4677,3208
3340,8345,4988,9478
66592,4104,8454,1545
68861,940,676,3706
75269,4512,2591,4969
77391,3220,9297,1320
82864,2291,2072,7559
3138,5390,7990,5690
45238,3988,1496,9134
2498,7205,9462,9034
96995,9700,9683,9507
66629,2536,2683,9598
90580,1216,3025,8850
92074,4875,7236,805
58352,3171,2412,6619
44903,1312,1811,8602
93012,2200,2423,28
42230,6715,3120,4549
83447,9414,8131,1523
88442,9593,3560,7411
34190,4472,4230,4840
45547,2419,4913,1467
6790,1476,2345,8810
30090,7108,7940,1192
65219,8892,6556,1155
39831,3166,6012,1241
50246,8574,1740,2012
32253,9521,7945,1513
82410,3136,8311,1212
98302,8053,6391,5977
78582,4013,5842,7014
9800,9651,4643,7408
47017,9789,2762,419
82895,4839,2655,6328
67986,6998,721,5191
6806,5424,6643,2677
43596,2390,1111,2244
67430,155,1181,7429
75177,4309,9700,9197
43930,469,4531,790
16013,4938,2320,77
13904,9569,1880,199
21666,7106,438,9574
76290,3381,6953,78
64721,6952,9154,468
23853,2176,1501,7178
74252,6037,1234,5706
5818,5397,1774,5878
20628,9458,3193,7968
868,5331,9633,6353
43297,6489,6583,1554
1784,7114,1907,2300
69583,2248,2062,2536
56842,9705,8277,7894
61093,4067,5841,1524
61197,8823,1953,7530
73446,6950,5066,9601
78897,1482,1365,5740
28417,2761,3015,7330
87624,4770,3610,9655
49527,7369,5892,4623
25149,9217,597,527
95319,9240,3871,699
69693,2554,5104,4247
72843,5688,7405,1516
35450,3378,9466,9356
20248,2397,5158,326
73480,4114,4251,7269
14325,7856,966,8960
21663,7477,121,7702
90422,7082,1156,4437
46598,783,6361,5467
79735,9158,7311,4360
78212,6990,3512,5554
33381,2467,9516,8242
8225,2801,7166,2632
39976,7339,6075,8043
8621,5545,6913,3821
12173,507,3102,9737
75583,6860,5851,3107
76361,7603,4000,1730
21051,3788,5645,3067
93890,876,5183,8504
90014,7562,3335,431
7892,1930,2418,540
58661,2322,7513,7452
58346,860,4261,1897
16601,4586,4158,6567
65119,9834,9888,1186
23115,7183,4786,659
9753,8400,7209,5282
90323,4802,5200,5721
72481,226,1586,2364
20410,930,1875,9827
31962,9759,1640,604
50723,2028,1796,3489
93314,9339,3593,4275
27665,8052,909,6391
83847,3026,5070,8903
17443,9890,3288,2339
62374,3742,9268,8131
76025,7801,2371,6337
68893,4996,7594,48
83830,4286,3472,4847
16495,3074,6773,8931
64543,5429,8475,8551
37680,1109,3700,9047
47492,1665,4926,7462
28672,5225,2474,7039
27003,7514,5301,4276
6127,8016,187,5566
21135,2956,3788,5318
54637,7766,566,306
41657,3014,9552,1967
35503,5792,2847,2522
30523,6894,4870,6535
52452,9588,6075,7534
25078,1259,1123,8146
6646,8836,8550,9395
18494,1168,1579,6054
89949,6897,7548,2579
76038,7300,8612,146
85598,8812,3453,1483
85122,7834,6413,6293
23084,9957,809,1307
92549,133,4000,4152
36504,8280,9740,6987
6115,8643,2664,9681
51364,3653,538,4936
78640,8119,7794,1275
94762,8892,7791,3054
906,5669,9090,6827
45918,1907,8002,7919
94544,7472,9701,9491
38156,7543,4534,548
29225,9123,9615,1496
99325,8929,5963,3800
49988,9985,1113,4643
22168,2711,8767,1116
40276,3134,5911,1273
58763,3032,5421,5319
73719,6467,8348,66
13218,5963,234,3100
49946,3394,8926,3960
95335,6127,4214,795
87396,3413,2798,6118
23579,5710,7380,8601
99739,8451,5145,6211
26330,3094,7746,8424
57235,2277,6009,8751
84061,35,3577,6854
11656,3520,1941,3361
10120,5673,129,7522
79036,2394,7672,1723
68188,5532,4877,9246
15685,6364,6615,8034
43299,7066,1446,2207
29872,7554,9729,210
90418,9779,2476,839
15638,8028,3813,5078
22222,4517,5306,6279
56621,8863,885,703
17013,9289,6216,8966
63574,7076,2979,1437
35225,5087,5774,5477
89731,9934,7863,7500
81842,5109,8174,8833
54228,8581,415,3744
97690,328,2375,6128
72018,8908,9325,5025
85385,445,4292,3690
2839,5684,2844,533
16405,7367,9207,5109
43616,3963,3559,4369
41289,321,1303,3875
78758,1302,4640,7449
27917,7876,9165,2738
93499,9311,3854,3427
71514,3925,339,36
47011,246,3274,92
63073,7472,1291,8520
25152,2909,5728,5260
37900,616,4242,9293
84510,2949,925,1330
95118,6222,6901,9621
31258,3177,4541,184
15093,2820,8008,3364
46050,3417,2548,4713
17207,8780,2885,7284
47130,6271,8678,4171
82742,2578,5405,8473
96327,7848,8819,3981
44497,383,9921,837
72974,1368,6391,8312
39776,3603,8427,7690
57727,4859,8704,7468
92413,6049,3895,1062
49572,2034,5356,4874
50420,3433,220,5899
66389,7593,1087,7502
18524,7519,5140,5213
5648,3091,3103,6204
83607,5319,1392,7306
67550,3784,950,8858
27721,1447,2014,3692
33565,6171,724,701
67127,8815,5010,9495
75183,8225,9933,9379
7688,3268,4035,8291
43453,2133,5646,3947
23526,6255,1715,2877
54635,9915,6738,293
11194,3378,4377,5918
84600,9359,2500,4259
13366,6347,2482,3268
30269,7899,3844,6430
35275,841,659,8422
63824,6849,1756,3608
16116,1701,8516,4658
97170,9322,9772,2241
20090,2436,7292,1245
2871,7150,117,4470
53655,2105,7710,904
66151,2616,8905,1924
1895,9686,9356,348
56538,4740,6099,7047
78708,7746,9504,1395
42554,8378,4310,7618
17797,6640,8490,615
47970,7282,4181,2473
31256,8719,6788,3063
74990,2869,9091,1006
87375,8877,4886,6548
92223,2878,2148,7134
67380,1402,2909,7538
15046,1898,7600,511
90630,4011,1113,5620
52429,3669,3725,447
51733,7483,5478,6698
58614,6706,2293,8556
22574,5893,8018,9061
30915,1693,3246,9473
19802,6126,7003,2268
85821,5129,2350,7622
67513,8718,1434,2997
56027,6652,7593,3402
33271,3097,6429,2624
84782,8434,3147,4204
63965,3808,2295,359
48903,4212,3049,8138
78144,9394,3125,9681
54344,3791,2763,345
46530,9124,5170,5650
222,5398,1393,5451
89243,7156,6297,7417
88415,4714,5657,7150
58318,8311,5886,3329
82997,1649,2047,7247
26267,5461,3821,5744
27247,5069,3619,3229
45153,953,4287,2471
63020,6006,6490,3440
73912,3051,2098,1435
53835,4912,8335,4933
84231,4967,5921,4591
35033,2851,2672,8738
90689,4699,6458,9231
86944,1018,1082,7026
73941,3365,7139,7525
23221,1852,4094,7637
49788,4447,2667,1074
87281,5145,4061,2292
51288,7332,4442,5111
20757,3718,2517,5749
35983,6881,2158,4337
66290,2236,8361,5444
2491,6711,6251,4854
24214,6034,8113,1308
40903,273,9576,9639
20281,3729,3513,6663
27865,420,4650,9128
97915,7744,5104,1337
2733,4592,9731,6551
54825,9115,8362,9425
27961,6446,3102,9647
91292,1295,7324,8833
86849,2331,9007,5918
1227,5182,8619,4490
50084,4381,5872,6318
66880,7111,9290,686
71065,7939,7794,1201
14474,7679,7437,5600
22957,1084,6806,3495
41673,1012,9000,6488
86929,9292,4072,9456
36397,9112,5605,5980
78378,5963,4567,6563
36345,6079,3208,5039
80240,9093,9548,6565
51940,2268,7960,5596
51345,6886,7724,8427
58449,2294,2315,1904
6250,9561,5889,942
96264,972,2888,3596
99168,1696,2169,4636
22735,1631,7171,9341
18663,3325,7288,2704
24797,4320,2518,557
40168,3402,8600,4184
4708,71,59,8406
68656,1799,8304,2907
32984,4616,8269,7850
93806,4027,7655,3800
58163,4671,7575,8155
85920,7698,7263,2800
52455,4345,1552,4294
79459,7954,2204,2076
72196,5766,2647,1691
66982,5595,3805,1153
87967,5364,4494,8101
38513,4662,4001,9525
29187,6119,8921,4366
34367,3953,9234,6858
67989,7132,169,7291
63043,4278,7771,6537
27868,2811,5022,5554
56820,7406,7819,9572
85670,8251,6390,9902
72803,5588,6623,6314
30777,4058,7718,3455
57233,5632,8174,5352
75623,3844,6455,8017
47258,7426,5894,5921
73358,294,1737,9614
44340,8244,4345,957
63719,6516,9032,247
92444,7372,4616,8860
11771,6475,8854,3263
35520,8395,7183,6185
2191,2451,1331,31
1839,8960,5107,145
18371,9139,6692,9327
57295,6231,1867,8898
55321,9854,7668,4287
67362,6382,7567,2675
16973,6598,3804,1542
74748,5538,6454,5791
28794,4438,4701,3169
68379,5365,9005,4153
4085,6383,7662,9962
23792,2685,8361,6351
12986,6028,5862,2579
54735,2470,4655,1892
64518,232,933,7372
68080,3069,6800,53
12661,1763,4763,7633
79636,2657,1368,2434
80011,564,4836,6193
36337,2000,3334,3368
64878,1823,4498,1376
87917,9798,8270,9728
82055,9888,8884,8366
92374,5871,2211,7919
79325,1011,9289,7433
61556,2655,3724,266
95099,2634,4405,5974
76823,849,183,4625
43113,5167,7282,3290
60005,3352,9490,2434
63849,5559,2776,654
92902,7061,161,7487
73313,6382,179,8812
87046,7995,4881,7655
10520,8761,4474,8462
56468,9433,7038,4980
97911,5448,9049,4856
93598,8285,8072,9358
61260,5378,4371,7018
7153,4775,4273,5153
72221,8553,4349,7608
40403,710,8371,9050
95249,7566,9640,7442
28927,1846,1412,6989
35427,2369,6936,4457
83133,4241,450,6887
96354,1091,5551,4764
6899,3486,1211,218
68836,9281,3308,9514
56485,7685,1766,816
80441,6752,1926,4496
58005,9887,6822,1391
1516,7059,5776,1527
23710,6247,2949,7483
57838,1444,5466,8510
20157,8251,3498,8929
88630,5048,3892,912
91534,9131,285,4233
31347,2906,7904,5876
63741,6300,5977,1214
9688,676,2956,7325
41658,9645,8523,9228
75666,6829,4025,3394
1667,9869,6435,9572
11453,2009,9340,3082
91140,1044,3591,6534
61437,1042,1224,4168
94153,9367,9861,130
16197,524,1810,6750
37919,1416,9484,933
54108,4866,5962,3954
81285,2361,9720,4632
38536,5261,5530,1373
41396,5191,8642,6573
1312,8835,3465,267
75533,891,224,8799
91330,5492,1362,3644
53544,4852,6737,5194
39407,8553,3792,6995
92765,8255,963,5152
92946,2679,4661,8877
14956,6547,2659,2418
54517,4159,4969,2253
7662,5537,1691,173
70919,6723,7305,5126
60296,9949,321,5398
50291,5597,5807,802
94742,3889,953,6064
34326,4756,1158,6818
54208,2610,134,2415
42040,9264,284,4927
69895,8430,2121,3041
2544,9022,4736,5241
85451,5816,5552,3811
86746,9299,3651,3442
65733,3612,8126,7858
62149,5041,8699,9461
2885,2974,2122,4158
98697,1712,2424,8320
20397,4491,1794,4521
81074,1285,2165,9709
29805,3328,9239,5817
76636,9737,5208,4254
91043,180,9735,619
14574,9863,1716,9196
4886,1694,9326,2725
92650,7046,2553,7122
342,2602,6620,8327
94922,1644,8466,2062
24419,3924,6560,4363
4228,1463,6170,2273
25584,6158,8780,7639
76252,8551,4127,7670
70046,6185,5866,3014
69394,2708,112,9814
78060,2651,6402,3136
11095,3115,5930,2383
84042,9050,3329,5793
4338,6440,5777,9663
78037,9945,9862,2308
11157,8465,2722,3027
37690,5856,5951,4850
62916,8165,346,65
18954,4141,5875,1777
16241,7346,9246,4808
31412,1638,292,3388
6668,1163,6280,6519
49426,2006,4015,4319
20513,3657,114,3583
66293,5741,1563,5578
83000,5269,7228,2690
26723,5890,6011,3897
88454,7144,3232,2334
36239,5298,4230,9550
42791,1062,8326,8497
97572,4503,6853,717
91592,5828,9051,9861
80535,7327,1832,7549
35967,6231,4585,7908
18577,7703,5727,8837
39939,7465,1528,3883
2629,6028,9392,4296
9625,2766,245,3609
40419,3231,8165,1131
71064,4847,2153,367
73022,545,5844,4797
18778,1105,3293,1707
28117,2351,8197,8526
28755,4162,4937,9515
73876,1567,7887,1935
46331,7418,4701,9844
72829,2886,8734,8619
85587,3218,9721,638
56647,6515,2045,1252
80636,8015,1094,7369
29488,4299,947,7039
85292,7713,2435,3098
33849,1193,3859,9169
618,4195,8221,6348
38212,7884,405,6977
91493,515,3487,8246
61100,8028,1300,4635
89194,5729,6278,5326
38900,3102,7274,5757
72390,222,1883,3077
39641,9468,598,4074
65608,7444,1895,9196
24832,9279,4398,5434
94750,7059,3068,2749
72039,6899,6368,8628
58394,5921,6052,4534
67237,9712,5531,8021
20037,273,5465,3697
86923,5230,7278,5626
57325,3816,4630,3328
17487,7661,8788,3331
29682,1378,8695,1315
47493,7991,9710,8096
67162,1132,7641,626
89085,2429,569,5671
78642,9225,9017,3154
71821,5605,4804,4942
53506,360,8930,6422
6593,7174,1600,558
64136,5032,3159,4169
71387,604,6648,5892
27663,8474,1155,3833
67325,4072,2440,4641
17436,5474,9876,994
4244,6645,5266,1422
82237,5096,7034,5669
61423,9645,3997,4735
94468,8502,5293,5154
16898,7591,5419,6491
12411,2439,9915,8128
78685,9650,4055,342
21489,5874,7067,2856
40003,5585,1885,8627
67575,6371,7918,2499
28547,4806,1359,3444
43586,5295,7994,2485
51765,77,6226,6169
73660,527,3818,4952
10703,3383,4929,6048
69015,5259,3627,1268
5241,2153,735,1446
66411,662,1214,9216
57884,694,2871,5443
13518,8698,8186,7046
46533,9561,5602,494
98409,1830,6339,7216
36706,7217,8733,6109
11150,2262,3189,4011
67793,5346,2746,6339
48807,7138,5027,4223
94779,6024,357,9658
58856,1914,8983,1185
59142,5757,5430,8605
33156,4976,997,7699
95136,9296,1478,3051
83690,9926,3694,4725
33869,2767,3928,8982
55888,239,5433,6109
29866,838,8546,2432
91691,6264,3499,586
81948,2949,6528,4942
68620,5077,1426,6316
20758,7382,7809,1976
97868,2577,7841,7813
28047,2385,3473,1922
9188,5326,8603,843
72431,6165,1429,3840
44243,4076,2434,4741
70992,5982,1966,8940
96273,3227,5848,8475
22127,1834,6565,2277
91247,111,5164,8700
53189,1466,1901,3637
54610,5170,7428,5765
64023,5204,4950,4748
85449,9930,8028,6912
60798,6256,9693,5542
62125,6287,5591,8870
93412,1464,1349,6899
71133,4969,4188,9268
86701,5438,2515,6813
63773,5398,8879,9165
33691,4181,1930,8195
75212,76,9319,5266
91261,5568,2976,7880
70477,5030,2359,5137
66331,1082,6174,3744
3713,3050,1810,5093
36488,497,5442,2680
82857,6428,5795,7048
98480,3645,9435,8475
61514,4258,5540,850
83600,3638,81,187
92381,2986,4596,9910
39401,5460,4703,5352
72711,3492,1792,1744
14443,6296,1119,8287
84100,4905,9529,2956
9661,1721,5244,1296
31432,7478,7748,1798
8696,1718,50,6236
77542,8897,2252,4612
97729,3752,7138,5894
78415,6029,2273,6227
23626,7891,8960,4553
65928,4459,254,1443
24673,8772,6053,8693
32968,7604,8660,5203
63593,6418,1385,6873
93015,2851,7647,4481
66284,7626,2215,3315
12240,8547,5149,5808
26105,3292,2708,2560
53117,4098,8992,9728
67160,5898,2940,8160
22971,5746,9520,2982
51175,8369,9365,5636
96149,9658,8007,7543
11834,113,2598,9409
28373,6610,6815,3189
57436,1406,3018,6223
68994,3934,4606,2042
22432,8587,3581,3515
91296,3820,5118,4056
67104,3351,7745,180
34414,3818,6068,3048
21032,4883,1141,2939
21241,6021,7092,8504
1268,9253,3374,397
73265,6005,4141,4050
2463,1718,5562,7495
59313,2791,3540,7106
94813,4328,4719,4992
39794,2602,6469,3917
58147,7715,113,2277
62536,4064,9396,1644
16455,3113,5828,7850
56164,9807,2291,6298
85034,210,9995,5318
64353,7855,1316,1561
40240,4106,4336,1711
85007,3711,2400,3971
38022,4895,8443,3104
10304,8500,5249,6190
48496,6788,7774,5479
34523,9756,4309,5572
39455,2334,3405,2945
20342,9380,1339,9407
79925,7341,899,8812
29478,9600,5084,4229
25760,6397,5789,3024
72628,9427,6671,2607
96555,12,1262,2239
64076,24,695,9616
87112,5673,1414,2789
59241,6605,6654,5613
48794,8495,6440,4874
96670,3407,9865,2126
69030,9775,1514,4217
61075,3819,395,2518
2354,1242,4876,3141
49087,7298,218,2922
41747,1687,1327,3433
90094,2284,8005,4250
54905,8176,7629,9265
56939,5414,521,4155
49595,9621,1640,2903
95655,6211,7222,3410
18763,2397,4136,9197
37297,8028,4025,509
28127,7628,2226,1695
91699,2185,6849,8963
85456,5773,2789,1135
97469,7476,8003,7749
45176,5853,1499,2296
